circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
6,hs_client_hsdir,built,,845E9DF1D33DB3662F769E868390C258C4E6EBB9,2020-06-19 09:40:22.124000,2020-06-19 09:40:22.129000,2020-06-19 09:40:22.161000,2020-06-19 09:40:22.457000,2020-06-19 09:40:22.837000,2020-06-19 09:40:22.457000,2020-06-19 09:40:22.838000
7,hs_client_rend,built,,,2020-06-19 09:40:22.233000,2020-06-19 09:40:22.236000,2020-06-19 09:40:22.303000,2020-06-19 09:40:22.501000,,2020-06-19 09:40:22.502000,
8,hs_client_intro,built,,,2020-06-19 09:40:22.234000,2020-06-19 09:40:22.236000,2020-06-19 09:40:22.271000,2020-06-19 09:40:22.343000,2020-06-19 09:40:22.567000,2020-06-19 09:40:22.568000,
9,hs_client_hsdir,built,,C36A434DB54C66E1A97A5653858CE36024352C4D,2020-06-19 09:40:22.835000,2020-06-19 09:40:22.847000,2020-06-19 09:40:22.969000,2020-06-19 09:40:23.023000,2020-06-19 09:40:23.238000,2020-06-19 09:40:23.239000,
10,hs_client_hsdir,built,,5C992208728F395017A642D285A414797F8CB629,2020-06-19 09:40:23.103000,2020-06-19 09:40:23.109000,2020-06-19 09:40:23.160000,2020-06-19 09:40:23.228000,2020-06-19 09:40:23.395000,2020-06-19 09:40:23.396000,
11,hs_client_hsdir,built,,7AEF8E402C5C6EBE4C93E56D74781E8F033BAB98,2020-06-19 09:40:23.129000,2020-06-19 09:40:23.139000,2020-06-19 09:40:23.180000,2020-06-19 09:40:23.229000,2020-06-19 09:40:23.561000,2020-06-19 09:40:23.230000,2020-06-19 09:40:23.562000
12,hs_client_hsdir,built,,84940EF3DADCE459C58019ECC718ADE27DAE28E9,2020-06-19 09:40:23.209000,2020-06-19 09:40:23.219000,2020-06-19 09:40:23.298000,2020-06-19 09:40:24.165000,2020-06-19 09:40:24.501000,2020-06-19 09:40:24.501000,
13,hs_client_hsdir,built,,5C8A60F3F936C1FCD64D9ACFBCFF898E51A4D179,2020-06-19 09:40:23.589000,2020-06-19 09:40:23.599000,2020-06-19 09:40:23.677000,2020-06-19 09:40:23.776000,2020-06-19 09:40:24.023000,2020-06-19 09:40:24.024000,
14,hs_client_hsdir,built,,3098CC656BB3F519FEBF93AF6E0CBBDE4D84002A,2020-06-19 09:40:23.592000,2020-06-19 09:40:23.609000,2020-06-19 09:40:23.698000,2020-06-19 09:40:23.777000,2020-06-19 09:40:23.943000,2020-06-19 09:40:23.944000,
15,hs_client_hsdir,built,,7B046CEA50092F9AB2F712D84F52E8FA00D83877,2020-06-19 09:40:23.665000,2020-06-19 09:40:23.676000,2020-06-19 09:40:23.707000,2020-06-19 09:40:23.778000,2020-06-19 09:40:24,2020-06-19 09:40:24.001000,
