addr,status,reason,circ,guard_fp,middle_fp,exit_fp,hsdir_fp,start,end
bu7d3szbidzmh6v6jhxetw5ky4bel67bq2hs5dbdz2cfdcptpvb65fyd,failed,not_found,,,,,A2F580F93FA3D0DA373769614BD9B0C8A6C4623E,2020-08-28 05:40:55.611000,2020-08-28 05:40:56.622000
bu7d3szbidzmh6v6jhxetw5ky4bel67bq2hs5dbdz2cfdcptpvb65fyd,failed,not_found,12,740E4C4842E4C190DFEC278EC1FD754FD261A864,D80EA21626BFAE8044E4037FE765252E157E3586,31419A64188BC8070EE89F3CEE6AA98EAAC7E8E8,CC91DDE18C160EC137E04EC1E74508187BAE7707,2020-08-28 05:40:56.622000,2020-08-28 05:40:58.209000
bu7d3szbidzmh6v6jhxetw5ky4bel67bq2hs5dbdz2cfdcptpvb65fyd,failed,not_found,25,740E4C4842E4C190DFEC278EC1FD754FD261A864,3B953203AF332D8FE1452E1CE7CB50A3B5297DB2,C63110BDD8736D2C2A733FF962F58D58FDE63A2D,1D8ED54EA9DF2D46558AD0096DD5D9DD297F13A8,2020-08-28 05:40:58.210000,2020-08-28 05:40:59.241000
bu7d3szbidzmh6v6jhxetw5ky4bel67bq2hs5dbdz2cfdcptpvb65fyd,failed,not_found,23,740E4C4842E4C190DFEC278EC1FD754FD261A864,AFF320BA96E4338B61A008D2CA250FFE0E23B09C,69534B8B5FCCD0BF1124945B1D0F5A35FB0A3542,80AAF8D5956A43C197104CEF2550CD42D165C6FB,2020-08-28 05:40:59.242000,2020-08-28 05:40:59.847000
bu7d3szbidzmh6v6jhxetw5ky4bel67bq2hs5dbdz2cfdcptpvb65fyd,failed,not_found,42,740E4C4842E4C190DFEC278EC1FD754FD261A864,8E5F4EE45E0631A60E59CAA42E1464FD7120459D,DFA7218679E5C914076535213DD250EC2E6127B9,F9A28AB71D7E4E446308641A556EA53BA55FCB50,2020-08-28 05:40:59.848000,2020-08-28 05:41:01.460000
bu7d3szbidzmh6v6jhxetw5ky4bel67bq2hs5dbdz2cfdcptpvb65fyd,failed,not_found,63,740E4C4842E4C190DFEC278EC1FD754FD261A864,6245DC873D6F613C795D48663D65BD8A2266CAF6,0DD04EF0B081BBFDE3082D4ECC8A63FD0022FCAF,25A84EFEE28E443EB9D3130138243452586F8BAA,2020-08-28 05:41:01.461000,2020-08-28 05:41:02.770000
wi23eiqd2d2rx3ymcmsut5ces5bxilvgjg2dwitkhuuo3y3hpgakebqd,failed,not_found,,,,,1D3174338A1131A53E098443E76E1103CDED00DC,2020-08-28 05:40:55.617000,2020-08-28 05:40:56.200000
wi23eiqd2d2rx3ymcmsut5ces5bxilvgjg2dwitkhuuo3y3hpgakebqd,failed,not_found,9,740E4C4842E4C190DFEC278EC1FD754FD261A864,96CFE178A1D12489D9D59A0CAE17FE86F5A3A79F,AB687988F260DE9EDC3B36C66287DE2660ED1CE0,F07B89BC9D794F3D9342417C62FBA8F9972D04A3,2020-08-28 05:40:56.201000,2020-08-28 05:40:57.489000
wi23eiqd2d2rx3ymcmsut5ces5bxilvgjg2dwitkhuuo3y3hpgakebqd,failed,not_found,16,740E4C4842E4C190DFEC278EC1FD754FD261A864,1CDCB48F64E21D5ACAFE2471912E2E76F600EDFA,5F58E9417DF94A66529864FA1134635614958A44,D24D0C28AB48768CF8B79DD762D61DB4FD015677,2020-08-28 05:40:57.490000,2020-08-28 05:40:58.656000
wi23eiqd2d2rx3ymcmsut5ces5bxilvgjg2dwitkhuuo3y3hpgakebqd,failed,not_found,32,740E4C4842E4C190DFEC278EC1FD754FD261A864,C3263F4B4E92127B7CD15E8F9746B4382233424A,C63110BDD8736D2C2A733FF962F58D58FDE63A2D,874D84382C892F3F61CC9E106BF08843DE0B865A,2020-08-28 05:40:58.656000,2020-08-28 05:40:59.935000
wi23eiqd2d2rx3ymcmsut5ces5bxilvgjg2dwitkhuuo3y3hpgakebqd,failed,not_found,44,740E4C4842E4C190DFEC278EC1FD754FD261A864,B923D15EDF4E7B1261876860D51FAB907ED18347,F741E5124CB12700DA946B78C9B2DD175D6CD2A1,32C6B88EEBD4F6F5AA61F15952E8D88EAD7C67BE,2020-08-28 05:40:59.936000,2020-08-28 05:41:01.862000
wi23eiqd2d2rx3ymcmsut5ces5bxilvgjg2dwitkhuuo3y3hpgakebqd,failed,not_found,68,740E4C4842E4C190DFEC278EC1FD754FD261A864,61B2102DB3D97F16FBB359EFE86EC6887A1B3B5A,3CFAD0798FF5D3B994F40B8971D4A79D84165A0D,4CFE65E16DBE9D9ED0CFFBD9BEEEE4EAE50CD33F,2020-08-28 05:41:01.862000,2020-08-28 05:41:02.910000
qhswejgov7phwbolxfionegch3cdcfdtloifuvzwab7byal4hwzegtyd,failed,not_found,,,,,320DB7BEA72C058BA2EEF098BF1AEFBA29371BE0,2020-08-28 05:40:55.622000,2020-08-28 05:40:56.109000
qhswejgov7phwbolxfionegch3cdcfdtloifuvzwab7byal4hwzegtyd,failed,not_found,7,740E4C4842E4C190DFEC278EC1FD754FD261A864,6E4B0D429CD87AB6C25D72E298294C583FF8BA4A,52BFADA8BEAA01BA46C8F767F83C18E2FE50C1B9,92E807AC5E23CCD9FE623EA4DC020B1627A0D09B,2020-08-28 05:40:56.109000,2020-08-28 05:40:57.472000
qhswejgov7phwbolxfionegch3cdcfdtloifuvzwab7byal4hwzegtyd,failed,not_found,8,740E4C4842E4C190DFEC278EC1FD754FD261A864,BD2A34ADE4E603A272FAAD23AEF389801BB223BB,AE95BDA37A5BB4685FEBB7F06649D6CE949B5316,E5507444DAC04539B8DC624299616141B0DB64D5,2020-08-28 05:40:57.473000,2020-08-28 05:40:58.266000
qhswejgov7phwbolxfionegch3cdcfdtloifuvzwab7byal4hwzegtyd,failed,not_found,26,740E4C4842E4C190DFEC278EC1FD754FD261A864,F8DE8132E599A194E20DDB738AF64A7200CD5949,103336165A0D2EFCAD3605339843A0A7710B8B92,91C6AE74A3520AE890F051E992F5C7F6D391E61F,2020-08-28 05:40:58.266000,2020-08-28 05:40:59.612000
qhswejgov7phwbolxfionegch3cdcfdtloifuvzwab7byal4hwzegtyd,failed,not_found,37,740E4C4842E4C190DFEC278EC1FD754FD261A864,489F8DDA708D3BF5BDD64A67F3A1F8DF9622D74F,539ABCC9AF0FD80278E89457A1663DABAEBF81DD,430672CD7162FA88AB49D891C38567799F346333,2020-08-28 05:40:59.613000,2020-08-28 05:41:01.821000
qhswejgov7phwbolxfionegch3cdcfdtloifuvzwab7byal4hwzegtyd,failed,not_found,57,740E4C4842E4C190DFEC278EC1FD754FD261A864,BC206665803DB7C730C25A1316889A4D7E7BFF03,B63626A3CA6F0521847853DDEC6D4044C80B903E,44FAF1249D46C79CE33A5234D8501261C40E670D,2020-08-28 05:41:01.822000,2020-08-28 05:41:02.427000
cflarenuttlfuyn7imozr4atzvfbiw3ezgbdjdldmdx7srterayaozid,received,,10,740E4C4842E4C190DFEC278EC1FD754FD261A864,71539D1911ECB826069A4D156771AC4F9F4632A7,0BCCF364C4EE7338B6E920E63E951922C85F91F7,F0B8B0371FD44A5CA3B05411176AE7EBD5B025BC,2020-08-28 05:40:56.370000,2020-08-28 05:40:58.064000
4xheyltivhihwshu64quaav24sfdagnno37fuxwhxvpmhusqfajs6nad,failed,not_found,11,740E4C4842E4C190DFEC278EC1FD754FD261A864,9B2BC7EFD661072AFADC533BE8DCF1C19D8C2DCC,71EFE4314646C4613895509723BFD354D8EABCAF,EABB390323F80D4457BAA5CEEE511455700E929D,2020-08-28 05:40:56.616000,2020-08-28 05:40:58.414000
4xheyltivhihwshu64quaav24sfdagnno37fuxwhxvpmhusqfajs6nad,failed,not_found,27,740E4C4842E4C190DFEC278EC1FD754FD261A864,2E72CDAFA12AE1547795F9BAFF402FC16B653CE0,AC61D1722091F2FC4760776AF2C230D9DC679C03,4BFC9C631A93FF4BA3AA84BC6931B4310C38A263,2020-08-28 05:40:58.415000,2020-08-28 05:40:59.790000
4xheyltivhihwshu64quaav24sfdagnno37fuxwhxvpmhusqfajs6nad,failed,not_found,33,740E4C4842E4C190DFEC278EC1FD754FD261A864,F3F3F4900B87CF4A6B4A7F9402502FC457B7B1FC,F0A3054C76604DC75D3F57F55C27F1BFB643F107,7335A5A83067AE1BDB073F2E00A3E3982FFFE23D,2020-08-28 05:40:59.791000,2020-08-28 05:41:00.415000
4xheyltivhihwshu64quaav24sfdagnno37fuxwhxvpmhusqfajs6nad,failed,not_found,48,740E4C4842E4C190DFEC278EC1FD754FD261A864,34979DBD475FFED9CF6556E349DDEDEE69104345,A35944904C0C18955AFB76539CF5EBF805C0A31D,AA91B0A7930A19EF0D305D14CD6378BADE3A781A,2020-08-28 05:41:00.415000,2020-08-28 05:41:01.435000
4xheyltivhihwshu64quaav24sfdagnno37fuxwhxvpmhusqfajs6nad,failed,not_found,62,740E4C4842E4C190DFEC278EC1FD754FD261A864,B143D439B72D239A419F8DCE07B8A8EB1B486FA7,0B19BBFDC498CCEA23027B1D7BD8E20121B95E60,9B816A5B3EB20B8E4E9B9D1FBA299BD3F40F0320,2020-08-28 05:41:01.436000,2020-08-28 05:41:02.580000
4xheyltivhihwshu64quaav24sfdagnno37fuxwhxvpmhusqfajs6nad,failed,not_found,78,740E4C4842E4C190DFEC278EC1FD754FD261A864,2779DB3B7A0EEC32F39792E393CAA134847BBF6C,874D84382C892F3F61CC9E106BF08843DE0B865A,3DD93E6A1959804D0E36D26E83CA86E3AD3F4DE4,2020-08-28 05:41:02.580000,2020-08-28 05:41:03.774000
xu3xgbcm2z453bmq5tnad765oqbck53lyq67p4nbfkcmqesgxva5shyd,failed,not_found,13,740E4C4842E4C190DFEC278EC1FD754FD261A864,CE47F0356D86CF0A1A2008D97623216D560FB0A8,04A28A62F27D9C4A60F9ED0C4264E98B988C65A3,D27D4841C13B87A140F09246D5321E99C6824BB2,2020-08-28 05:40:56.651000,2020-08-28 05:40:58.192000
xu3xgbcm2z453bmq5tnad765oqbck53lyq67p4nbfkcmqesgxva5shyd,failed,not_found,24,740E4C4842E4C190DFEC278EC1FD754FD261A864,061E0496931D23A81A2B685C9339D36857DD0FA1,62712B2C24A169B24336CD2FE2BE55DA67476C8B,929BF37C657D4F69C76324E5FEA760A62483813B,2020-08-28 05:40:58.192000,2020-08-28 05:40:59.898000
xu3xgbcm2z453bmq5tnad765oqbck53lyq67p4nbfkcmqesgxva5shyd,failed,not_found,43,740E4C4842E4C190DFEC278EC1FD754FD261A864,6245DC873D6F613C795D48663D65BD8A2266CAF6,E46C3F0533709EE2112874B13A4FE3868B33E75E,19CEDE7CF85C2D1AE18FF331FFE066D251A55B77,2020-08-28 05:40:59.899000,2020-08-28 05:41:01.401000
xu3xgbcm2z453bmq5tnad765oqbck53lyq67p4nbfkcmqesgxva5shyd,failed,not_found,121,740E4C4842E4C190DFEC278EC1FD754FD261A864,BAE58EF7F58C11DAFD81C9EDD10EB74150AF3CFE,C9D02B1644BD47C136E379FDFAF4973D1A1CE07C,B68D4167B3A3461E7A01B85545CDC79A240556A1,2020-08-28 05:41:01.401000,2020-08-28 05:41:08.243000
xu3xgbcm2z453bmq5tnad765oqbck53lyq67p4nbfkcmqesgxva5shyd,failed,not_found,178,740E4C4842E4C190DFEC278EC1FD754FD261A864,CD39C258265B25EAA4ABA4FDCB2DF98104CAA362,8B64F593CAC2ED05C0FA703AEF50FF71925B569C,1F2077BF01CAF23F819D4892A89883196ABA842A,2020-08-28 05:41:08.244000,2020-08-28 05:41:09.304000
xu3xgbcm2z453bmq5tnad765oqbck53lyq67p4nbfkcmqesgxva5shyd,failed,not_found,200,740E4C4842E4C190DFEC278EC1FD754FD261A864,5DE37A3371AAE7638748EB43C9F1CE66E09D4470,01FF9C8571D1C09FA8D2ACCE727D5530FEC10038,1501E430C21E8F63EB4DF14C5CACF3CFC630751A,2020-08-28 05:41:09.304000,2020-08-28 05:41:10.566000
2hlhbns742vbcn54367tbfi7jeujcz2p6c6s2algkkj5zgi4we2lyaid,failed,not_found,14,740E4C4842E4C190DFEC278EC1FD754FD261A864,537DFC2019C77FF60A0A29BEF358F7F6D6C68688,B70BD334FFEE23E653B75219AE12CF0236BCFCBB,1BDBE9C0F7034E6789A9BF7BED82BE2045F0F5B7,2020-08-28 05:40:56.662000,2020-08-28 05:40:57.844000
2hlhbns742vbcn54367tbfi7jeujcz2p6c6s2algkkj5zgi4we2lyaid,failed,not_found,15,740E4C4842E4C190DFEC278EC1FD754FD261A864,96B70F86B45623B4EC71E8E953DCD61A05D5BAAC,C8DE26D2D119BE7F509E672EE1A3D5FB25DCBA97,3BF2133239FD21D97C3E944FA0757CD2AC1E198B,2020-08-28 05:40:57.845000,2020-08-28 05:40:58.480000
2hlhbns742vbcn54367tbfi7jeujcz2p6c6s2algkkj5zgi4we2lyaid,failed,not_found,28,740E4C4842E4C190DFEC278EC1FD754FD261A864,AE17FAAF8F302A506AF2167666EC62882804403F,0136696B025AC5503847D736FE9F3D65EB27A596,76D2EBA82BBCCA3DF9F254A9A8372A10A26F3D14,2020-08-28 05:40:58.481000,2020-08-28 05:41:00.233000
2hlhbns742vbcn54367tbfi7jeujcz2p6c6s2algkkj5zgi4we2lyaid,failed,not_found,47,740E4C4842E4C190DFEC278EC1FD754FD261A864,A6E0F950CAC74AF867CA21976069529D6D4D3E30,A2CD32D9D0668DB764AD68C745CE29693CA851B9,7C499ACD60FB651DD486B6D802290A3EBBECCD84,2020-08-28 05:41:00.234000,2020-08-28 05:41:01.616000
2hlhbns742vbcn54367tbfi7jeujcz2p6c6s2algkkj5zgi4we2lyaid,failed,not_found,64,740E4C4842E4C190DFEC278EC1FD754FD261A864,733CB01BFBABADA6AC5C363C4449D7D563C794C1,2D418A89F79DB4A8E658BA549FBB974D1D22DD1A,A79F94117D73D4AFA4BCE340A3CB6E345C817594,2020-08-28 05:41:01.616000,2020-08-28 05:41:02.722000
2hlhbns742vbcn54367tbfi7jeujcz2p6c6s2algkkj5zgi4we2lyaid,failed,not_found,72,740E4C4842E4C190DFEC278EC1FD754FD261A864,CB92FA4D7D71F134CE1F1FFF2BFF53E88DD4A1DB,2CE96A8A1DA032664C90F574AFFBECE18A6E8DFC,8B6B10A0AED89408E509D4422EC926C89C7933D0,2020-08-28 05:41:02.723000,2020-08-28 05:41:03.130000
pvd7w4gsuuawtgiazdtgn5otuejwz4tqvtozgxwjcz5ybzv3j7h3b2ad,failed,not_found,20,740E4C4842E4C190DFEC278EC1FD754FD261A864,E7723680EA1F78E015DF312411990D5F5E815C27,9DA7EF9E9D6070CD8B7059B8A8CC5B41CEC02726,A8D68ED61673B314CC8CD31C2275ABF1E07387CC,2020-08-28 05:40:57.616000,2020-08-28 05:40:59.296000
