circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
6,measure_timeout,built,timeout,,2020-06-19 14:17:50.656000,2020-06-19 14:17:50.667000,2020-06-19 14:17:55.481000,2020-06-19 14:18:11.566000,2020-06-19 14:18:19.370000,2020-06-19 14:17:54.970000,2020-06-19 14:18:19.370000
7,hs_client_hsdir,built,,C75CDD818316ABBC839F9F0DDAEC873FCF60C370,2020-06-19 14:17:50.737000,2020-06-19 14:17:50.750000,2020-06-19 14:17:50.784000,2020-06-19 14:17:50.850000,2020-06-19 14:17:51.077000,2020-06-19 14:17:51.077000,
8,hs_client_hsdir,built,,B86137AE9681701901C6720E55C16805B46BD8E3,2020-06-19 14:17:50.831000,2020-06-19 14:17:50.837000,2020-06-19 14:17:50.904000,2020-06-19 14:17:50.966000,2020-06-19 14:17:51.077000,2020-06-19 14:17:51.077000,
9,hs_client_rend,built,,,2020-06-19 14:17:50.959000,2020-06-19 14:17:50.966000,2020-06-19 14:17:50.998000,2020-06-19 14:17:51.302000,,2020-06-19 14:17:51.302000,
10,hs_client_intro,built,,,2020-06-19 14:17:50.959000,2020-06-19 14:17:50.966000,2020-06-19 14:17:50.989000,2020-06-19 14:17:51.050000,2020-06-19 14:17:51.181000,2020-06-19 14:17:51.181000,
11,hs_client_hsdir,built,,50E3CEA0D7EB9644B89B965743797279196775D5,2020-06-19 14:17:50.959000,2020-06-19 14:17:50.977000,2020-06-19 14:17:51.028000,2020-06-19 14:17:51.114000,2020-06-19 14:17:51.373000,2020-06-19 14:17:51.114000,2020-06-19 14:17:51.374000
12,hs_client_hsdir,built,,2FC5AF795A573AAA973EBFEA3948E9221135ACEC,2020-06-19 14:17:51.008000,2020-06-19 14:17:51.040000,2020-06-19 14:17:51.114000,2020-06-19 14:17:51.272000,2020-06-19 14:17:51.435000,2020-06-19 14:17:51.435000,
13,hs_client_hsdir,built,,038C30D2AD053147C91EFB1291527ED621D7D1B1,2020-06-19 14:17:51.018000,2020-06-19 14:17:51.040000,2020-06-19 14:17:51.087000,2020-06-19 14:17:51.239000,2020-06-19 14:17:51.395000,2020-06-19 14:17:51.396000,
14,hs_client_hsdir,built,,0869EA503377C702669BC75DD7A59094658DFA08,2020-06-19 14:17:51.142000,2020-06-19 14:17:51.180000,2020-06-19 14:17:51.229000,2020-06-19 14:17:51.325000,2020-06-19 14:17:51.468000,2020-06-19 14:17:51.468000,
15,hs_client_hsdir,built,,4BAAC40FEDF56894FB4704846E858E2F20BA6898,2020-06-19 14:17:51.175000,2020-06-19 14:17:51.186000,2020-06-19 14:17:51.281000,2020-06-19 14:17:51.354000,2020-06-19 14:17:51.479000,2020-06-19 14:17:51.479000,
16,hs_client_hsdir,built,,994FB6A842C0CEE1F1C4CBA9A7604C5FF6014CFC,2020-06-19 14:17:51.185000,2020-06-19 14:17:51.229000,2020-06-19 14:17:51.325000,2020-06-19 14:17:51.467000,2020-06-19 14:17:51.650000,2020-06-19 14:17:51.650000,
