2020-06-19 11:24:20:287 | [main] Events log file for victim clients.
2020-06-19 11:24:20:287 | [main] Will use the output directory: /home/gacar/dev/tor-dos-attack/experiments/2020-06-19-11-24-20_gacar-lnx-desktop_rate-10-v3-css-per-sec-over-60-sec
2020-06-19 11:24:20:292 | [tshark_capture] Launching PCAP capture for 70 seconds...
2020-06-19 11:24:25:672 | [tor_browser_worker0] Tor Browser will load the attack page: file:///home/gacar/dev/tor-dos-attack/src/guard-discovery/adv_website.html?autoStart=true&onionVer=3&mediaType=css&ratePerSec=10, SOCKS port: 9250, control port: 9251
2020-06-19 11:24:26:036 | [tor_browser_worker0] [EVENT] STREAM 10 NEW 0 cflareki4v3lh674hq55k3n7xd4ibkwx3pnw67rr3gkpsonjmxbktxyd.onion:443 SOURCE_ADDR=127.0.0.1:48418 PURPOSE=USER
2020-06-19 11:24:26:036 | [tor_browser_worker0] [EVENT] STREAM 12 NEW 0 176.9.118.73.$5F58E9417DF94A66529864FA1134635614958A44.exit:9993 PURPOSE=DIR_FETCH
2020-06-19 11:24:26:036 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED cflareki4v3lh674hq55k3n7xd4ibkwx3pnw67rr3gkpsonjmxbktxyd NO_AUTH $5F58E9417DF94A66529864FA1134635614958A44~ThereIsNoCowLvl 8lCV5Dl6o/MGh0mgXHGo6KcHDKrIJx5FL+RuFkaameU HSDIR_INDEX=EBB2BEC1E43A6483FD120F938CCAC13CA14452BF2BDBA5475AE420597C0AE481
2020-06-19 11:24:26:036 | [tor_browser_worker0] [EVENT] CIRC_MINOR 4 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$638D91FC9EF661348A6994D04C3499BC03F50BBE~jeremycorbin,$E23126C928D2DED8CC0C0E7BEC578D7C3DAA3145~Unnamed BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:24.419739 OLD_PURPOSE=GENERAL
2020-06-19 11:24:26:037 | [tor_browser_worker0] [EVENT] CIRC_MINOR 4 CANNIBALIZED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$638D91FC9EF661348A6994D04C3499BC03F50BBE~jeremycorbin,$E23126C928D2DED8CC0C0E7BEC578D7C3DAA3145~Unnamed BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:24.419739 OLD_PURPOSE=GENERAL OLD_TIME_CREATED=2020-06-19T09:24:24.423883
2020-06-19 11:24:26:057 | [tor_browser_worker0] [EVENT] STREAM 13 NEW 0 tqwyxs5abamppuvdzetwoatycehcbifwt4gi4doy5ksvxcny2lbgrkad.onion:443 SOURCE_ADDR=127.0.0.1:48420 PURPOSE=USER
2020-06-19 11:24:26:058 | [tor_browser_worker0] [EVENT] STREAM 15 NEW 0 178.79.161.177.$355340273E78DAC664B2328EC46D61998D797141.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 11:24:26:058 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED tqwyxs5abamppuvdzetwoatycehcbifwt4gi4doy5ksvxcny2lbgrkad NO_AUTH $355340273E78DAC664B2328EC46D61998D797141~flatcap 0yo92H7ghKhy5hLFaXXmFrbBRq3h16twlsiV2U+kV7c HSDIR_INDEX=B397BBC8EA99DAB78BEC74DCE8341A02BD8B1AFD4DA2594D4A298260B80B3313
2020-06-19 11:24:26:058 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$7FF1A673A5E1F7E9D2495A36C185B890DBD96553~MiamiHeat,$F8DE8132E599A194E20DDB738AF64A7200CD5949~flo BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:23.419021 OLD_PURPOSE=GENERAL
2020-06-19 11:24:26:058 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 CANNIBALIZED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$7FF1A673A5E1F7E9D2495A36C185B890DBD96553~MiamiHeat,$F8DE8132E599A194E20DDB738AF64A7200CD5949~flo BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:23.419021 OLD_PURPOSE=GENERAL OLD_TIME_CREATED=2020-06-19T09:24:23.422403
2020-06-19 11:24:26:135 | [tor_browser_worker0] [EVENT] STREAM 16 NEW 0 yzlvfrnobbdlccbbu4lhydjhc57yjj7nrg4ll3aax5jllfcgcrc3f5id.onion:443 SOURCE_ADDR=127.0.0.1:48422 PURPOSE=USER
2020-06-19 11:24:26:135 | [tor_browser_worker0] [EVENT] STREAM 18 NEW 0 81.17.16.147.$0325B91D3C32D3A24C863D5DFBED00564FAD5C64.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 11:24:26:136 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED yzlvfrnobbdlccbbu4lhydjhc57yjj7nrg4ll3aax5jllfcgcrc3f5id NO_AUTH $0325B91D3C32D3A24C863D5DFBED00564FAD5C64~paladin 0ZiZ5vt+E0IeD45ZP5tX01kJp7mxzKakonTCmJBrxSg HSDIR_INDEX=88C3A61DC022DA836EA701BD9641A478B4CBFF18FBE6747FAD71313B14AEBE1D
2020-06-19 11:24:26:136 | [tor_browser_worker0] [EVENT] CIRC 6 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:26.125866
2020-06-19 11:24:26:147 | [tor_browser_worker0] [EVENT] CIRC 6 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:26.125866
2020-06-19 11:24:26:181 | [tor_browser_worker0] [EVENT] CIRC 3 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$7FF1A673A5E1F7E9D2495A36C185B890DBD96553~MiamiHeat,$F8DE8132E599A194E20DDB738AF64A7200CD5949~flo,$355340273E78DAC664B2328EC46D61998D797141~flatcap BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:23.419021
2020-06-19 11:24:26:182 | [tor_browser_worker0] [EVENT] CIRC 3 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$7FF1A673A5E1F7E9D2495A36C185B890DBD96553~MiamiHeat,$F8DE8132E599A194E20DDB738AF64A7200CD5949~flo,$355340273E78DAC664B2328EC46D61998D797141~flatcap BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:23.419021
2020-06-19 11:24:26:182 | [tor_browser_worker0] [EVENT] STREAM 15 SENTCONNECT 3 178.79.161.177.$355340273E78DAC664B2328EC46D61998D797141.exit:9001
2020-06-19 11:24:26:190 | [tor_browser_worker0] [EVENT] CIRC 6 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$853246C4EBF7FD27C2EBE31E2DF37B2B5F13A39C~torrrrr BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:26.125866
2020-06-19 11:24:26:259 | [tor_browser_worker0] [EVENT] CIRC 6 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$853246C4EBF7FD27C2EBE31E2DF37B2B5F13A39C~torrrrr,$1270F39EF4D3B2EE87927F2D7CE44D7D417359AA~Wy8L BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T09:24:26.125866
2020-06-19 11:24:26:300 | [tor_browser_worker0] [EVENT] STREAM 19 NEW 0 r46ya2cqynmknncun4szosbskqplerlzqdonvin27rtbilhy7wtoj5qd.onion:443 SOURCE_ADDR=127.0.0.1:48424 PURPOSE=USER
