circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
6,hs_client_hsdir,built,,0325B91D3C32D3A24C863D5DFBED00564FAD5C64,2020-06-19 11:24:26.136000,2020-06-19 11:24:26.147000,2020-06-19 11:24:26.190000,2020-06-19 11:24:26.259000,2020-06-19 11:24:26.345000,2020-06-19 11:24:26.346000,
7,hs_client_hsdir,built,,E2B8DEC970657EE1CB872F37E81E59526285EF3F,2020-06-19 11:24:26.302000,2020-06-19 11:24:26.319000,2020-06-19 11:24:26.396000,2020-06-19 11:24:26.506000,2020-06-19 11:24:26.749000,2020-06-19 11:24:26.749000,
8,hs_client_hsdir,built,,ADB98B27D7A3FB5732068FD23602A1BCB3BE9F38,2020-06-19 11:24:26.319000,2020-06-19 11:24:26.323000,2020-06-19 11:24:26.397000,2020-06-19 11:24:26.491000,2020-06-19 11:24:26.651000,2020-06-19 11:24:26.652000,
9,hs_client_hsdir,built,,18F34AE6567F5FB081C4353D5EDA5CEE155810C4,2020-06-19 11:24:26.396000,2020-06-19 11:24:26.403000,2020-06-19 11:24:26.491000,2020-06-19 11:24:26.572000,2020-06-19 11:24:26.664000,2020-06-19 11:24:26.665000,
10,hs_client_hsdir,built,,FEE5C924B346123A5525E7603FED69A86962EC95,2020-06-19 11:24:26.422000,2020-06-19 11:24:26.429000,2020-06-19 11:24:26.492000,2020-06-19 11:24:26.621000,2020-06-19 11:24:26.848000,2020-06-19 11:24:26.622000,2020-06-19 11:24:26.849000
11,hs_client_hsdir,failed,destroyed,,2020-06-19 11:24:26.428000,2020-06-19 11:24:26.439000,2020-06-19 11:24:26.505000,2020-06-19 11:24:26.583000,,2020-06-19 11:24:26.715000,
12,hs_client_hsdir,built,,012AA2D05CBE808AC8D235409BEEFB81B3828FA6,2020-06-19 11:24:26.458000,2020-06-19 11:24:26.505000,2020-06-19 11:24:26.564000,2020-06-19 11:24:26.653000,2020-06-19 11:24:26.886000,2020-06-19 11:24:26.886000,
13,hs_client_hsdir,built,,7DB8443AE29FBC450D34E55FA914F42BF929EE49,2020-06-19 11:24:26.564000,2020-06-19 11:24:26.571000,2020-06-19 11:24:26.594000,2020-06-19 11:24:26.653000,2020-06-19 11:24:26.865000,2020-06-19 11:24:26.865000,
14,hs_client_hsdir,built,,3687FEC7E73F61AC66F7AE251E7DEE6BBD8C0252,2020-06-19 11:24:26.748000,2020-06-19 11:24:26.806000,2020-06-19 11:24:26.847000,2020-06-19 11:24:26.909000,2020-06-19 11:24:27.191000,2020-06-19 11:24:27.192000,
15,hs_client_hsdir,built,,99B2CBF6EFD80ACD303E8089656668EF236015CD,2020-06-19 11:24:26.748000,2020-06-19 11:24:26.806000,2020-06-19 11:24:26.808000,2020-06-19 11:24:27.016000,2020-06-19 11:24:28.289000,2020-06-19 11:24:28.290000,
16,hs_client_hsdir,built,,AFA0C24F635C3E198A151D09A796430F0778BA65,2020-06-19 11:24:26.805000,2020-06-19 11:24:26.806000,2020-06-19 11:24:26.848000,2020-06-19 11:24:26.897000,2020-06-19 11:24:27.076000,2020-06-19 11:24:27.077000,
17,hs_client_rend,built,,,2020-06-19 11:24:26.805000,2020-06-19 11:24:26.806000,2020-06-19 11:24:26.850000,2020-06-19 11:24:26.931000,,2020-06-19 11:24:26.932000,
18,hs_client_intro,built,,,2020-06-19 11:24:26.805000,2020-06-19 11:24:26.807000,2020-06-19 11:24:27.077000,2020-06-19 11:24:27.652000,2020-06-19 11:24:28.217000,2020-06-19 11:24:28.218000,
19,hs_client_hsdir,built,,6E4B0D429CD87AB6C25D72E298294C583FF8BA4A,2020-06-19 11:24:26.808000,2020-06-19 11:24:26.808000,2020-06-19 11:24:26.908000,2020-06-19 11:24:27.006000,2020-06-19 11:24:27.127000,2020-06-19 11:24:27.127000,
20,hs_client_hsdir,built,,890480E14E634C8B4467C475E355A6FBF3D99CD5,2020-06-19 11:24:26.864000,2020-06-19 11:24:26.874000,2020-06-19 11:24:26.917000,2020-06-19 11:24:27.007000,2020-06-19 11:24:27.126000,2020-06-19 11:24:27.127000,
21,hs_client_hsdir,built,,2CFDBB78544AF1062C1F70C76D6A900F0F82C3F8,2020-06-19 11:24:26.965000,2020-06-19 11:24:26.981000,2020-06-19 11:24:27.016000,2020-06-19 11:24:27.098000,2020-06-19 11:24:27.378000,2020-06-19 11:24:27.379000,
22,hs_client_hsdir,built,,1862DD6BEAFECEF1C5442E5362869F268533CD4F,2020-06-19 11:24:27.069000,2020-06-19 11:24:27.094000,2020-06-19 11:24:27.170000,2020-06-19 11:24:27.270000,2020-06-19 11:24:27.439000,2020-06-19 11:24:27.439000,
23,hs_client_hsdir,built,,ED96C0D8C4EA7753D8F2A63BB00AFBF96C419853,2020-06-19 11:24:27.084000,2020-06-19 11:24:27.105000,2020-06-19 11:24:27.181000,2020-06-19 11:24:27.276000,2020-06-19 11:24:27.596000,2020-06-19 11:24:27.597000,
24,hs_client_hsdir,built,,CD4942604FD5EA37A6EC1882B4D8D54E4BA9EBD5,2020-06-19 11:24:27.094000,2020-06-19 11:24:27.105000,2020-06-19 11:24:27.182000,2020-06-19 11:24:27.282000,2020-06-19 11:24:27.446000,2020-06-19 11:24:27.446000,
25,hs_client_hsdir,built,,B081CA58EB9BBBEBDBF7E04B630F625D2002F401,2020-06-19 11:24:27.102000,2020-06-19 11:24:27.126000,2020-06-19 11:24:27.202000,2020-06-19 11:24:27.311000,2020-06-19 11:24:27.447000,2020-06-19 11:24:27.447000,
26,hs_client_hsdir,built,,AEC8A42DE8F9CB115E2479D78AE1CA4BCCF54F4A,2020-06-19 11:24:27.126000,2020-06-19 11:24:27.139000,2020-06-19 11:24:27.182000,2020-06-19 11:24:27.276000,2020-06-19 11:24:27.443000,2020-06-19 11:24:27.443000,
27,hs_client_hsdir,built,,7F64B84FA7889688041D2413AD60EA3F9CA6801D,2020-06-19 11:24:27.143000,2020-06-19 11:24:27.146000,2020-06-19 11:24:27.203000,2020-06-19 11:24:27.276000,2020-06-19 11:24:27.652000,2020-06-19 11:24:27.652000,
28,hs_client_hsdir,built,,CC651A7620A8129209BF865CA6ECC1F09023DD28,2020-06-19 11:24:27.234000,2020-06-19 11:24:27.258000,2020-06-19 11:24:27.290000,2020-06-19 11:24:27.386000,2020-06-19 11:24:27.535000,2020-06-19 11:24:27.535000,
29,hs_client_hsdir,built,,E6E50A68995BE3BEF723FAB5BE1A398166CC0680,2020-06-19 11:24:27.268000,2020-06-19 11:24:27.282000,2020-06-19 11:24:27.366000,2020-06-19 11:24:27.454000,2020-06-19 11:24:27.743000,2020-06-19 11:24:27.743000,
30,hs_client_hsdir,built,,A96DA63E4415E776FBFCCF3DA7154C804534B6E7,2020-06-19 11:24:27.268000,2020-06-19 11:24:27.282000,2020-06-19 11:24:27.357000,2020-06-19 11:24:27.460000,2020-06-19 11:24:27.613000,2020-06-19 11:24:27.613000,
31,hs_client_hsdir,built,,48716774EE5136857E14BB88EFEBE9637EC77312,2020-06-19 11:24:27.276000,2020-06-19 11:24:27.290000,2020-06-19 11:24:27.358000,2020-06-19 11:24:27.445000,2020-06-19 11:24:27.597000,2020-06-19 11:24:27.597000,
32,hs_client_hsdir,built,,5BF17163CBE73D8CD9FDBE030C944EA05707DA93,2020-06-19 11:24:27.357000,2020-06-19 11:24:27.377000,2020-06-19 11:24:27.444000,2020-06-19 11:24:27.513000,2020-06-19 11:24:27.752000,2020-06-19 11:24:27.753000,
33,hs_client_hsdir,built,,AFFD147DBCC065A5CEF7258BC1367CC35855A431,2020-06-19 11:24:27.437000,2020-06-19 11:24:27.459000,2020-06-19 11:24:27.506000,2020-06-19 11:24:27.613000,2020-06-19 11:24:27.764000,2020-06-19 11:24:27.613000,2020-06-19 11:24:27.764000
34,hs_client_hsdir,built,,8BA1E6D8AA08F425B81DCF40310ABDBFA54B095F,2020-06-19 11:24:27.454000,2020-06-19 11:24:27.460000,2020-06-19 11:24:27.513000,2020-06-19 11:24:27.643000,2020-06-19 11:24:27.922000,2020-06-19 11:24:27.923000,
35,hs_client_hsdir,built,,EB60A3BD25E01AF2564EF0397D8508E5D2AFD58A,2020-06-19 11:24:27.476000,2020-06-19 11:24:27.487000,2020-06-19 11:24:27.569000,2020-06-19 11:24:27.724000,2020-06-19 11:24:27.882000,2020-06-19 11:24:27.882000,
36,hs_client_hsdir,built,,88E08A32B675A7256DB1A18BC8001EF26BF2D981,2020-06-19 11:24:27.532000,2020-06-19 11:24:27.546000,2020-06-19 11:24:27.609000,2020-06-19 11:24:27.764000,2020-06-19 11:24:27.974000,2020-06-19 11:24:27.975000,
37,hs_client_hsdir,built,,F9914FBED50C9A3C7A2F222FC164632867C0498B,2020-06-19 11:24:27.584000,2020-06-19 11:24:27.607000,2020-06-19 11:24:27.651000,2020-06-19 11:24:27.744000,2020-06-19 11:24:27.952000,2020-06-19 11:24:27.952000,
38,hs_client_hsdir,built,,2E72EEABE4EE19183BEFAA10D88B3C16829C9F99,2020-06-19 11:24:27.607000,2020-06-19 11:24:27.612000,2020-06-19 11:24:27.665000,2020-06-19 11:24:27.793000,2020-06-19 11:24:28.039000,2020-06-19 11:24:28.040000,
39,hs_client_hsdir,built,,65E1F9F20FF0E5408FB6B193185CC8692A150BA0,2020-06-19 11:24:27.607000,2020-06-19 11:24:27.612000,2020-06-19 11:24:27.676000,2020-06-19 11:24:28.717000,2020-06-19 11:24:29.176000,2020-06-19 11:24:29.176000,
40,hs_client_hsdir,built,,5FE3E497426DA9205BF4DAE1E4417C1DD6BC03DD,2020-06-19 11:24:27.661000,2020-06-19 11:24:27.676000,2020-06-19 11:24:27.752000,2020-06-19 11:24:27.860000,2020-06-19 11:24:27.988000,2020-06-19 11:24:27.989000,
41,hs_client_hsdir,built,,525EE34C1A7B89AB9DF585246DE30E32702913F5,2020-06-19 11:24:27.672000,2020-06-19 11:24:27.685000,2020-06-19 11:24:27.752000,2020-06-19 11:24:27.842000,2020-06-19 11:24:27.976000,2020-06-19 11:24:27.977000,
