addr,status,reason,circ,guard_fp,middle_fp,exit_fp,hsdir_fp,start,end
y4nro6ykjbt3pgwu,,,,,,,A29D2A78A8A954819E220CEFBEBCE95D2FCFA54D,2020-10-13 23:41:29.780000,
kuniguq6zy5ju44l,failed,not_found,,,,,9738F8F5C386CDAF5707D0DCED428F2813CA285F,2020-10-13 23:41:29.780000,2020-10-13 23:41:30.039000
kuniguq6zy5ju44l,failed,not_found,7,FB43FC51B932F6A8FD75AFBBB45FDD19955889DB,72B2B12A3F60408BDBC98C6DF53988D3A0B3F0EE,69BE1831EC63C751D241E5E962DA4793355A6253,973607526BE9C8FDA03EBBAF527D67AE6FFD65DD,2020-10-13 23:41:30.039000,2020-10-13 23:41:30.784000
kuniguq6zy5ju44l,failed,not_found,13,FB43FC51B932F6A8FD75AFBBB45FDD19955889DB,E46777C6EFB6036190EFAAD9B13EE9D0E75C5510,879B036468D30AB1A2195F96D2C91F3CAA8D1DC2,AC5CECEF6AF649F2A7F047D102FE9B461DA9234E,2020-10-13 23:41:30.784000,2020-10-13 23:41:31.451000
kuniguq6zy5ju44l,failed,not_found,16,FB43FC51B932F6A8FD75AFBBB45FDD19955889DB,FEDE31337E4E19E06B97D282F08B0A0E8B9C5526,CC100DC017A25E244C35C964BB518E4308415ACC,AC61783EB367C5591FCF52AB76D1914159F87D08,2020-10-13 23:41:31.451000,2020-10-13 23:41:32.295000
kuniguq6zy5ju44l,failed,not_found,17,FB43FC51B932F6A8FD75AFBBB45FDD19955889DB,5AE12CAAA489A0739F56E79CC287526FAB55A6FB,7DAC367AF33DBEFEDC684789490E213FD348BE36,AC61D1722091F2FC4760776AF2C230D9DC679C03,2020-10-13 23:41:32.296000,2020-10-13 23:41:32.890000
kuniguq6zy5ju44l,failed,not_found,27,FB43FC51B932F6A8FD75AFBBB45FDD19955889DB,B9233588917C5F6B7DA771118707090591BC4C87,D5C01B85FB3A48D55698CA660A2DE8935388816E,975DF2CA6288228044A9162FF0D38B3EE15298CD,2020-10-13 23:41:32.892000,2020-10-13 23:41:33.729000
cflare2nge4h4yqr3574crrd7k66lil3torzbisz6uciyuzqc2h2ykyd,received,,8,FB43FC51B932F6A8FD75AFBBB45FDD19955889DB,6ED6758622A73F54F0EF59A9D31D71AABD7A70DA,B0DB2F173F0DB364BABF7A465D796B3C048F1F33,D1B853ED27E4DFDCA3A54D3F2E269C4D94677F66,2020-10-13 23:41:30.107000,2020-10-13 23:41:30.741000
z7mngchikicn5bha,failed,not_found,10,FB43FC51B932F6A8FD75AFBBB45FDD19955889DB,FC1E441E097BA36930AA2F615EFB325AF76D2595,724E86E7F5DA715529DC0ECAA013AE4BDC680E4C,34BA457C5120D5E7DA9513C7B98733C57503E3E6,2020-10-13 23:41:31.282000,2020-10-13 23:41:31.822000
z7mngchikicn5bha,failed,not_found,20,FB43FC51B932F6A8FD75AFBBB45FDD19955889DB,70A4A557903C0D2EEA38E92AE3F60D61F898EB61,3262670CB066348F6A766822EEC4AB93619E5A11,34979DBD475FFED9CF6556E349DDEDEE69104345,2020-10-13 23:41:31.823000,2020-10-13 23:41:32.470000
