2020-06-19 12:17:03:284 | [main] Events log file for victim clients.
2020-06-19 12:17:03:284 | [main] Will use the output directory: /home/gacar/dev/tor-dos-attack/experiments/2020-06-19-12-17-03_gacar-lnx-desktop_rate-10-v2-font-per-sec-over-60-sec
2020-06-19 12:17:03:289 | [tshark_capture] Launching PCAP capture for 70 seconds...
2020-06-19 12:17:08:515 | [tor_browser_worker0] Tor Browser will load the attack page: file:///home/gacar/dev/tor-dos-attack/src/guard-discovery/adv_website.html?autoStart=true&onionVer=2&mediaType=font&ratePerSec=10, SOCKS port: 9250, control port: 9251
2020-06-19 12:17:08:587 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$303509AB910EF207B7438C27435C4A2FD579F1B1~Ukko,$AFF2FC5C6F793B6E147EB93C1897D6DDA49E54FD~Wix BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T10:17:08.419568
2020-06-19 12:17:08:587 | [tor_browser_worker0] [EVENT] CIRC 5 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$303509AB910EF207B7438C27435C4A2FD579F1B1~Ukko,$AFF2FC5C6F793B6E147EB93C1897D6DDA49E54FD~Wix BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T10:17:08.419568
2020-06-19 12:17:08:676 | [tor_browser_worker0] [EVENT] STREAM 10 NEW 0 cflarexljc3rw355ysrkrzwapozws6nre6xsy3n4yrj7taye3uiby3ad.onion:443 SOURCE_ADDR=127.0.0.1:42388 PURPOSE=USER
2020-06-19 12:17:08:676 | [tor_browser_worker0] [EVENT] STREAM 12 NEW 0 220.135.237.51.$ED8069286AEACE5322A0184EFF0B104EAA7B2530.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 12:17:08:676 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED cflarexljc3rw355ysrkrzwapozws6nre6xsy3n4yrj7taye3uiby3ad NO_AUTH $ED8069286AEACE5322A0184EFF0B104EAA7B2530~frelay01 j8PHT9LLQjrI/qcZJqswnOV6pveV5YFdqMU8KlDH4Eg HSDIR_INDEX=0F6F83855A4009D2997BCF135A53629CB342CC5865F73B2D7EB72B98DED3C4D8
2020-06-19 12:17:08:677 | [tor_browser_worker0] [EVENT] CIRC_MINOR 4 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$3239007CE1FB2ECDFDF2067DF23B949295DC5EF6~TOR2DFN01a,$7E7D257777019B80771C5F6FF63DB6D89AE5B067~NoGodsNoMastersNL BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T10:17:07.419060 OLD_PURPOSE=GENERAL
2020-06-19 12:17:08:677 | [tor_browser_worker0] [EVENT] CIRC_MINOR 4 CANNIBALIZED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$3239007CE1FB2ECDFDF2067DF23B949295DC5EF6~TOR2DFN01a,$7E7D257777019B80771C5F6FF63DB6D89AE5B067~NoGodsNoMastersNL BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T10:17:07.419060 OLD_PURPOSE=GENERAL OLD_TIME_CREATED=2020-06-19T10:17:07.426176
