circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
5,general,built,,,2020-06-19 11:36:53.535000,2020-06-19 11:36:53.543000,2020-06-19 11:36:53.626000,2020-06-19 11:36:53.684000,,2020-06-19 11:36:53.684000,
6,hs_client_intro,built,,,2020-06-19 11:36:53.825000,2020-06-19 11:36:53.825000,2020-06-19 11:36:53.825000,2020-06-19 11:36:53.910000,2020-06-19 11:36:54.004000,2020-06-19 11:36:54.005000,
7,hs_client_hsdir,built,,F4D3FBD1E4918978D1D13604798CECB5EE5C9188,2020-06-19 11:36:54.287000,2020-06-19 11:36:54.303000,2020-06-19 11:36:54.337000,2020-06-19 11:36:54.392000,2020-06-19 11:36:54.480000,2020-06-19 11:36:54.481000,
8,hs_client_hsdir,built,,2581355E8856A1526BDE0A17C76E6E30FD23C89D,2020-06-19 11:36:54.531000,2020-06-19 11:36:54.543000,2020-06-19 11:36:54.596000,2020-06-19 11:36:54.696000,2020-06-19 11:36:54.929000,2020-06-19 11:36:54.696000,2020-06-19 11:36:54.929000
9,hs_client_hsdir,built,,F9246DEF2B653807236DA134F2AEAB103D58ABFE,2020-06-19 11:36:54.691000,2020-06-19 11:36:54.695000,2020-06-19 11:36:54.723000,2020-06-19 11:36:54.789000,2020-06-19 11:36:54.910000,2020-06-19 11:36:54.910000,
10,hs_client_hsdir,built,,F4F92D8B840C2D053197AC3EF9C58F3DCFBB20FE,2020-06-19 11:36:55.017000,2020-06-19 11:36:55.019000,2020-06-19 11:36:55.065000,2020-06-19 11:36:55.128000,2020-06-19 11:36:55.910000,2020-06-19 11:36:55.911000,
11,hs_client_hsdir,built,,2562D463D15C3C383514E7D6117605073AC479D9,2020-06-19 11:36:55.063000,2020-06-19 11:36:55.075000,2020-06-19 11:36:55.119000,2020-06-19 11:36:55.188000,2020-06-19 11:36:55.803000,2020-06-19 11:36:55.803000,
12,hs_client_hsdir,built,,405F35A10556611FB81CA3E5C01BF1A54F11BD4C,2020-06-19 11:36:55.300000,2020-06-19 11:36:55.301000,2020-06-19 11:36:55.631000,2020-06-19 11:36:55.751000,2020-06-19 11:36:55.921000,2020-06-19 11:36:55.921000,
13,hs_client_hsdir,built,,1EBFC733CCD952F7F7616EBBA7BC6B8E6F2F0CBC,2020-06-19 11:36:55.536000,2020-06-19 11:36:55.544000,2020-06-19 11:36:55.608000,2020-06-19 11:36:55.760000,2020-06-19 11:36:56.023000,2020-06-19 11:36:55.761000,2020-06-19 11:36:56.024000
14,hs_client_hsdir,built,,255CF8CC68137449DEBD443797AB3D851E3065B2,2020-06-19 11:36:56.039000,2020-06-19 11:36:56.041000,2020-06-19 11:36:56.103000,2020-06-19 11:36:56.236000,2020-06-19 11:36:56.425000,2020-06-19 11:36:56.426000,
15,hs_client_hsdir,built,,F4F605AA21C4633CCB5B8DBBC1CEEE5C590C6DCE,2020-06-19 11:36:56.122000,2020-06-19 11:36:56.131000,2020-06-19 11:36:56.263000,2020-06-19 11:36:56.515000,2020-06-19 11:36:56.822000,2020-06-19 11:36:56.823000,
16,hs_client_hsdir,built,,23917BB3F3994BC61F0C9D7AD19B069F9E150D26,2020-06-19 11:36:56.171000,2020-06-19 11:36:56.172000,2020-06-19 11:36:56.226000,2020-06-19 11:36:56.291000,2020-06-19 11:36:56.525000,2020-06-19 11:36:56.525000,
17,hs_client_hsdir,built,,525EE34C1A7B89AB9DF585246DE30E32702913F5,2020-06-19 11:36:56.288000,2020-06-19 11:36:56.302000,2020-06-19 11:36:56.341000,2020-06-19 11:36:56.697000,2020-06-19 11:36:56.819000,2020-06-19 11:36:56.820000,
18,hs_client_hsdir,built,,1EDE36198865B97C22D94D94E4097C8BE963C33F,2020-06-19 11:36:56.291000,2020-06-19 11:36:56.302000,2020-06-19 11:36:56.332000,2020-06-19 11:36:56.495000,2020-06-19 11:36:56.825000,2020-06-19 11:36:56.825000,
19,hs_client_hsdir,built,,ED935DA72EB9882A23BEAD0C5D03635D3B6CDD4F,2020-06-19 11:36:56.547000,2020-06-19 11:36:56.581000,2020-06-19 11:36:56.632000,2020-06-19 11:36:56.740000,2020-06-19 11:36:56.914000,2020-06-19 11:36:56.740000,2020-06-19 11:36:56.914000
20,measure_timeout,failed,timeout,,2020-06-19 11:36:56.607000,2020-06-19 11:36:56.623000,2020-06-19 11:36:56.683000,2020-06-19 11:36:56.824000,,2020-06-19 11:37:04.557000,2020-06-19 11:37:28.399000
21,hs_client_hsdir,built,,237F905E744850CFE3B5108C9112FDFCE8DC05D6,2020-06-19 11:36:56.889000,2020-06-19 11:36:56.893000,2020-06-19 11:36:57.016000,2020-06-19 11:36:57.285000,2020-06-19 11:36:57.700000,2020-06-19 11:36:57.701000,
