nickname,fingerprint,is_guard,is_exit,country,region_name,city_name,latitude,longitude,as,advertised_bandwidth,guard_probability,middle_probability,exit_probability
idideditheconfig,4EBF4D27DD632BEB90ACC32ECEA824069444BFE8,True,True,ca,Quebec,unknown,45.4995,-73.5848,AS55286,18180846,0.0,0.0,0.000647796
fuzzycat,4ECBF37E4953F48AA02CA30AE929789218B07C80,True,False,us,Virginia,Ashburn,39.0481,-77.4728,AS14618,10485760,0.00024681754,0.00017268468,0.0
bedrock,4ED33415952FA52DB95411A1DA86663EC1B109B9,False,False,us,New Jersey,Newark,40.739,-74.1697,AS63949,1048576,0.0,2.9865909e-05,0.0
Quintex63,4EE488AC0742BC6B747BB637A5635CE14E877F39,False,True,us,unknown,unknown,37.751,-97.822,AS62744,9811968,0.0,0.0,0.00031513372
nt892,4EEE44AE922B30D0EDA06ABA1BD924CB43E8083E,True,False,de,unknown,unknown,51.2993,9.491,AS24940,2560000,3.1375108e-05,2.1951442e-05,0.0
tazzwei,4EF28F0ACBA7DB83F532CF649DB13A00C2F9FDF2,False,False,de,unknown,unknown,51.2993,9.491,AS16075,102400,0.0,3.5554652e-07,0.0
g0rynnas,4EFBCDA5B6C51B8B3DE41777CF715C024D956AE4,False,False,ru,Moscow,Moscow,55.7527,37.6172,AS25513,311296,0.0,2.1332791e-07,0.0
ElDuderino,4F0B38202E72575DB4D653B2C6493C92597A1A1B,False,False,sg,unknown,unknown,1.314,103.6839,AS14061,2989125,0.0,2.3501625e-05,0.0
Binnacle,4F0DB7E687FC7C0AE55C8F243DA8B0EB27FBF1F2,True,False,us,New Jersey,Rutherford,40.8318,-74.121,AS701,10969037,0.00023008413,0.00016097724,0.0
Unnamed,4F0E5D4E184C40E2B9A89664005B308A1DEE3756,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,12767187,0.0004392515,0.00030732018,0.0
RaspiTor,4F0EDBDE327E37AFCB83DCB6B6123803EBA74271,False,False,pl,Lesser Poland,Krakow,50.0575,19.9802,AS6830,153600,0.0,1.0310849e-06,0.0
danielsrelay,4F1B6DDF9A8D7747BF5DD562B895A700008EC906,True,False,gb,unknown,unknown,51.4964,-0.1224,AS5503,8388608,0.00029074267,0.0002034167,0.0
HamburgsTor,4F1BE400BF76433F2B1AC4A6132FE7332FDBB835,False,False,de,Hamburg,Hamburg,53.5753,10.0153,AS6805,1190421,0.0,3.1750304e-05,0.0
CottasRelay,4F3056E9D4BAC38EC2100063745221553630ECCB,False,False,at,unknown,unknown,48.2,16.3667,AS6830,3892754,0.0,3.9110117e-05,0.0
Unnamed,4F3DD9A650FE79F5427A6A6B792E3619F5D14FC9,False,True,fr,unknown,unknown,48.8582,2.3387,AS16276,14238751,0.0,0.0,0.0008764299
Fission03,4F500157ABF70A1A94636D268A742A8B227B8BFD,True,False,ca,Quebec,Montreal,45.5063,-73.5794,AS16276,14487099,0.0003053844,0.0002136607,0.0
blackwatter,4F5399B57E4A45113FF771319C4C064D620CE212,False,True,ru,unknown,unknown,55.7386,37.6068,unknown,102400,0.0,0.0,1.7528598e-06
jbrelayfreedom,4F5FBD2E6B75853DE50AB95D76B166B47D934040,False,False,us,New York,Yonkers,40.9476,-73.8624,AS6128,58556,0.0,3.5554653e-08,0.0
jpltorrelay,4F78FD43EC5E8632AD5DB6D0B24FBF59FEB97B3B,False,False,us,South Carolina,Taylors,34.9274,-82.3186,AS20115,256000,0.0,1.8132873e-06,0.0
0x616e6f6e,4F7A7A61D20234B2C453FB8CD3014C100F1E0DE3,True,True,lu,Mersch,Roost,49.7867,6.0961,AS53667,9971905,0.0,0.0,0.0005334791
Ajorcel,4F95B7313679ECC000F38F870CF0CF39C7386C50,False,False,fr,unknown,unknown,48.8582,2.3387,AS12322,360413,0.0,7.1109305e-08,0.0
ATRinRO,4F9BE3A549730D4B5705E1B89D637CA824A57DA1,False,False,ro,unknown,unknown,46.0,25.0,AS44220,1228800,0.0,2.1866112e-05,0.0
allcats,4FA1F401F8C3E8326031E7994045BE67F36033A6,False,False,ca,unknown,unknown,43.6319,-79.3716,AS12093,1024000,0.0,1.7528444e-05,0.0
Unnamed,4FAB66DD36CF53A4D1F8D933037FA509ADE063BA,False,False,us,New Jersey,Clifton,40.8364,-74.1403,AS14061,1024000,0.0,2.40705e-05,0.0
mrkvotor,4FB8C28667F785C9CC98BF7317C76DAEC8072E6F,False,True,cz,unknown,unknown,50.0848,14.4112,AS24971,204800,0.0,0.0,1.5242259e-06
these128,4FC65A8EA05F05535674BB2065098FD407FECD22,False,False,de,unknown,unknown,51.2993,9.491,AS24940,102400,0.0,4.2665582e-07,0.0
SomeKG,4FCF975D71A8663E8066BD1431D8E9459DBE2EAB,True,False,ca,Quebec,Montreal,45.5061,-73.5573,AS10929,15831755,0.00030747606,0.00021512414,0.0
iansh12e,4FDC3AE93CD2F81D1B64D94075F6418C06A55314,True,True,us,California,San Jose,37.3387,-121.8914,AS53667,9843712,0.0,0.0,0.00015623316
FissionEx3,4FDDFAD51B24DDABB62FB59071F4DC421E76C685,True,False,de,unknown,unknown,51.2993,9.491,AS24940,32364454,0.0007613693,0.00053268834,0.0
Unnamed,4FE1CAC1563D79D92D4107FAC0C6DB96435CCA9E,False,False,lt,unknown,unknown,56.0,24.0,AS59642,6006025,0.0,0.00039110117,0.0
Cicolina,4FE3FD67F2F06D8AD929217A357F623FC7C692D9,True,False,sk,Bratislava,Bratislava,48.15,17.1078,AS29405,14384474,0.00031165942,0.00021805099,0.0
BREXIT,4FF3BECDCA79A51D1A83FF0A11A2FD9250B9B942,True,True,us,Washington,Seattle,47.6008,-122.3248,AS396507,10983815,0.0,0.0,0.0002118674
shade,4FF53BC47097B50DA5B68D72C5B25CC079F4A787,True,False,de,Bavaria,Nuremberg,49.4475,11.0683,AS24940,69453251,0.0025100086,0.0017561154,0.0
ShaiHulud,5006438995AA54DA1DF8E4903555262225601A9E,False,False,us,Washington,Seattle,47.6109,-122.3303,unknown,5995335,0.0,0.00031821415,0.0
iSOcHTorRelay,5008E49954AC0CA0565FE8AF61D61617212ACBC7,True,False,de,unknown,unknown,51.2993,9.491,AS24940,2048000,7.530026e-05,5.2683463e-05,0.0
ididnteditheconfig,500D6E3D3B65CF31C10EAC6821933F60A78B0DFE,False,True,us,Illinois,Aurora,41.7892,-88.262,AS11878,1100800,0.0,0.0,6.173115e-06
GainesvilleStar,50153B8027ADC74FBDC4561CC8A177442D81D121,True,True,us,unknown,unknown,37.751,-97.822,AS174,7848769,0.0,0.0,0.00018290711
MalakataLU02,5016D2549F4269150EE45BF7C537EA575A8A81BA,False,False,lu,unknown,unknown,49.75,6.1667,AS6661,512000,0.0,7.466477e-06,0.0
CalyxInstitute04,501B3DBF250B094A05CA5DBC424AD4C3D46721A2,True,True,us,New York,Brooklyn,40.6521,-74.0018,AS4224,38774043,0.0,0.0,0.0014289618
Quintex66,501F5C4AACABEBFDC6A23543379F19B066396946,False,True,us,unknown,unknown,37.751,-97.822,AS62744,14320667,0.0,0.0,0.00045726777
galates,502774BA0466D3AE9B7A7A0EA2259CC62B8398A9,True,False,de,unknown,unknown,51.2993,9.491,AS197540,9406967,0.00013888715,9.7171716e-05,0.0
ParckwartEfatsum,503431F94FF8FB69F10AD59DE31F3B2C3449D990,False,False,de,Hesse,Frankfurt am Main,50.1107,8.673,AS6830,1310720,0.0,4.622105e-05,0.0
AnonKorea00,50402D3DAD83E8923CD7715917284C8489C5B5EB,False,False,kr,Seoul,Seoul,37.5985,126.9783,AS8075,909312,0.0,1.0204185e-05,0.0
H4ck3rm4n0m3g4,5043E5D2E9CE99066DF1FBF0B18E065B08131863,True,False,de,Bavaria,Nuremberg,49.405,11.1617,AS51167,12781487,0.00036395126,0.00025463675,0.0
muffi,5047962E97AFDC89C9B9EE98322F3E4CB7BEB639,True,False,de,Bavaria,Nuremberg,49.405,11.1617,AS51167,11677431,0.00029283436,0.00020488013,0.0
whiplash,504F23DC734459DBBA58B2F11A4799EB945188A3,True,False,nl,Provincie Gelderland,Tricht,51.8914,5.2666,AS49981,10192630,0.00039741804,0.0002780516,0.0
Jans,50586E25BE067FD1F739998550EDDCB1A14CA5B2,True,False,ch,Basel-City,Basel,47.5584,7.5733,AS13030,19288922,0.00043715985,0.00030585675,0.0
d3xtor,506763994792208999529D03C016774C814386A8,True,False,ro,Ilfov,Rosu,44.4503,26.0112,AS8708,20185109,0.0003451262,0.00024146587,0.0
Unnamed,507C28C65EBB3D19EF31F1380370779E11985D06,False,False,ca,Ontario,Toronto,43.6547,-79.3623,AS14061,266240,0.0,2.7377082e-06,0.0
CheenaTorExit3,50825758CC2DA41DEEF6AE29CB20A803BDCC6F79,True,True,md,Chi\u0219in\u0103u Municipality,Chisinau,47.0052,28.8573,AS43289,4587519,0.0,0.0,0.00013870456
idjustepouraider,508773E7A34F3BE17DD0372446798FACB8BF1EAA,True,False,fr,\u00CEle-de-France,Paris,48.8543,2.3527,AS12322,7948304,0.0002719176,0.00019024583,0.0
JdMtOrReLaY1,508EAAA5322C7BF048C8FADBBFB37D0A3E1D9262,True,False,de,unknown,unknown,51.2993,9.491,AS24940,7797737,0.000282376,0.00019756299,0.0
ASock,5099AA94537F2ECEB5E4F2B05E142BEC138076DA,False,True,hk,unknown,unknown,22.25,114.1667,AS9381,2262293,0.0,0.0,1.2727286e-05
zwiebeltoralf2,509EAB4C5D10C9A9A24B4EA0CE402C047A2D64E6,True,False,de,unknown,unknown,51.2993,9.491,AS24940,44994190,0.0016210473,0.0011341579,0.0
niftywabbit18,50A0CFB654D39F420F52D362B1DF50A12B33D5A0,True,True,de,unknown,unknown,51.2993,9.491,AS200052,39425681,0.0,0.0,0.0022291804
balanceiskey,50A39337EC55FC25E863868E80771220E468FC4C,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,10930944,0.00040787642,0.00028536876,0.0
Unnamed,50A4A3A09AC7BC09F578670618A9BB864772EE03,False,True,us,unknown,unknown,37.751,-97.822,AS16276,8571678,0.0,0.0,0.00024768672
F3Netze,50AA9FEA6A3A609686276C4CF0C2A1AFB2ECCA1B,True,True,de,Hesse,unknown,50.1167,8.6833,AS205100,42204160,0.0,0.0,0.002724554
Eepi,50B6BE677CE083151C00C4CD4726D900BAD1872B,False,False,fi,Uusimaa,Helsinki,60.1918,24.9498,AS16086,5122258,0.0,0.0002094169,0.0
niftydiatomys,50B787A9FB21417BFD7B5067707DBF82D71DB11C,True,True,de,unknown,unknown,51.2993,9.491,AS200052,25576849,0.0,0.0,0.0014060984
ChristopheRelay,50BAD4E48646797796107ECF0192178495247202,False,False,ca,Ontario,Kitchener,43.4476,-80.4714,AS5645,743422,0.0,1.176859e-05,0.0
FelixsRelayS,50C7B836942F14BDF1541B017CF21FD03F354E13,False,False,de,unknown,unknown,51.2993,9.491,AS197540,20609336,0.0,0.0009884193,0.0
niftywabbit9,50D1473A213DB343E97664C71C09D28EC2692CB3,True,True,de,unknown,unknown,51.2993,9.491,AS200052,33907099,0.0,0.0,0.001848124
galaxy3,50E3CEA0D7EB9644B89B965743797279196775D5,True,False,us,California,San Jose,37.3388,-121.8914,AS16509,7019588,8.575863e-05,6.000061e-05,0.0
BaumTischBorke,50E43E33EBAB7EB9EAB6B352F3685229DAB25A84,False,False,us,Washington,Seattle,47.6109,-122.3303,AS31898,6006594,0.0,0.00022719424,0.0
eclipse06,50F6216AD70E26B9FE70808380A1754BDF3DD0E5,True,False,at,unknown,unknown,48.2,16.3667,AS13022,2261767,3.5558456e-05,2.4878302e-05,0.0
torpidsUSwholesale,510176C07005D47B23E6796F02C93241A29AA0E9,True,False,us,Missouri,Kansas City,39.1029,-94.5713,AS32097,16137280,0.00034094285,0.00023853901,0.0
2000me,510F14B2EFFA8CA4131F09081CD6982C614EA508,True,True,de,unknown,unknown,51.2993,9.491,AS197540,13107200,0.0,0.0,0.0009526412
lolMordekaiser,51142A1DF64451C7750ECB85788364A68A07CEC2,False,False,es,unknown,unknown,40.4172,-3.684,AS8560,5864563,0.0,0.00012195246,0.0
hp,5127811F9CABFE48BCD5E70698F8CEDA07AA6E0B,True,True,lu,Mersch,Roost,49.7867,6.0961,AS53667,6144000,0.0,0.0,0.00044583608
HelloDarkHunter,5127A719E495710CEBB0A446CD69207BA6E0D6D6,True,False,gb,unknown,unknown,51.4964,-0.1224,AS5503,12091201,0.000288651,0.00020195327,0.0
LetoAms,513329E3DF7D61E571202ED886E527A744EE52F2,False,True,nl,unknown,unknown,52.3824,4.8995,AS3265,2048000,0.0,0.0,0.00010936321
stellaranomaly,51374C8DA459C67329FFD5C7502CCAE4194910CC,False,False,us,Illinois,Glen Ellyn,41.864,-88.0671,AS7922,1591355,0.0,3.9110117e-05,0.0
verrueckt,513753D2C4A1246DCC21241C5BE5022CCBD2645C,True,False,de,unknown,unknown,51.2993,9.491,AS24940,21631726,0.0004727183,0.00033073506,0.0
NFei,5152592F63F6ECE732D8302DA971A6736C0524BD,False,True,za,Gauteng,Vereeniging,-26.6667,27.9333,AS37153,2191180,0.0,0.0,8.764299e-06
Unnamed,516034FF15C96CE841ECCD876EF604802AA5C650,True,False,de,unknown,unknown,51.2993,9.491,AS24961,10302464,0.00013679547,9.570829e-05,0.0
Unnamed,51800AF38B30ED1454DD74CB412BADCED5F60593,True,False,no,Oslo County,Oslo,59.8468,10.7747,AS57963,13337038,0.00025100086,0.00017561154,0.0
notoriousgib,51A8A22944F228EA2D601434D127864B1B0B0F8C,False,False,sg,unknown,unknown,1.3667,103.8,AS63930,4521691,0.0,2.6950427e-05,0.0
mycontribution,51AE5656C81CD417479253A6363A123A007A2233,True,True,gb,England,London,51.5164,-0.093,AS16276,11819642,0.0,0.0,0.0006096904
wobble,51B3FCCAB714011E317723FAACB718DCEC6EE5E7,False,False,us,Minnesota,Saint Paul,44.9174,-92.9478,AS11402,1024000,0.0,3.3065826e-05,0.0
BeCarefulOutThere,51BD25EE06C46E4466427D4ABF94F2964514EB2F,True,True,us,California,San Jose,37.3387,-121.8914,AS53667,9472694,0.0,0.0,0.00024578144
NoBodyPi,51C0096F3D7EE2A082BC367A29F81C9FCD9BF273,False,False,it,Veneto,Creazzo,45.5315,11.4779,AS3269,127199,0.0,4.622105e-07,0.0
Planetclaire65,51C367582993D68F8215610B85A99902C945324B,True,False,de,unknown,unknown,51.2993,9.491,AS35366,10240000,0.00016733391,0.000117074356,0.0
Alpha,51CD9DB00357405FC41AF0FA513688D02BDA0C0E,True,False,md,Chi\u0219in\u0103u Municipality,Chisinau,47.0052,28.8573,AS43588,10775720,0.00023426749,0.0001639041,0.0
iansh13fe,51D3F56EC4543E191B13E614A298ECBC35BEA92E,True,True,us,unknown,unknown,unknown,unknown,unknown,13022971,0.0,0.0,0.00033494865
Unnamed,51D6626BBBE283903BB2F31A047766229CD10E29,False,False,lt,unknown,unknown,56.0,24.0,AS16125,5074132,0.0,0.0002559935,0.0
torpidsDEisppro3,51E1CF613FD6F9F11FE24743C91D6F9981807D82,True,False,de,unknown,unknown,51.2993,9.491,AS35366,7663711,0.00010500203,7.346416e-05,0.0
bosses2,51F733EAC4DFD128CF957A14D5F2DC023803D1A2,True,False,us,California,Berkeley,37.8656,-122.2851,AS7018,9843945,0.00010897621,7.624468e-05,0.0
UAyyy10,51F8C25ECF3A632CA8AB43EE243D606BB7C05812,True,True,bz,unknown,unknown,17.25,-88.75,AS206264,23951352,0.0,0.0,0.0013336977
frenchonion,52026565263963A4DA7C0A737E43850951405CDB,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,5242880,0.00012968379,9.073263e-05,0.0
stwcreationharhui,520306F17A0B107642E955D993B94BEA661B0984,False,False,gb,England,Swindon,51.5747,-1.7823,AS5089,1222436,0.0,2.9794799e-05,0.0
anotherrelay1,520952098AEC08A9FAF2802482A61AB1BF2EAC2A,True,False,de,unknown,unknown,51.2993,9.491,AS24940,6553600,0.00023845083,0.00016683096,0.0
niftywabbit11,520C85ABE6E731CECC28B1055854053FAA28061B,True,True,de,unknown,unknown,51.2993,9.491,AS200052,17098359,0.0,0.0,0.00094502006
Quintex100,521C30A968743B13E17E22E39BE52DA020FB92E1,False,True,us,unknown,unknown,37.751,-97.822,AS62744,12474878,0.0,0.0,0.00044964664
Phantasm,525D5386F858580E93B88D21727869555DFC654C,False,False,us,North Carolina,Charlotte,35.2316,-80.8428,AS16591,882455,0.0,1.7457334e-05,0.0
t1r,525EE34C1A7B89AB9DF585246DE30E32702913F5,True,False,de,unknown,unknown,51.2993,9.491,AS51167,9728000,0.00021753409,0.00015219666,0.0
Theoden,5262556D44A7F2434990FDE1AE7973C67DF49E58,True,False,lt,Vilnius,Vilnius,54.7081,25.296,AS62282,11779967,0.00037022628,0.00025902703,0.0
amsraxtor00,527826EF1856C0614DE01EB40A4B97C3F7DFC6A5,False,False,hk,unknown,unknown,22.25,114.1667,AS45187,1920090,0.0,2.559935e-05,0.0
asfnutt,529CA3EB08AD6EC1791B5110AA3540A4CFA1197F,True,False,no,unknown,unknown,59.95,10.75,AS57381,13107200,0.00025100086,0.00017561154,0.0
morata,529D9C84E0D6A6141D409C1B02DB81B2B8E8E973,False,True,id,unknown,unknown,-6.175,106.8286,AS136052,3172282,0.0,0.0,4.4964665e-05
KienjochFR,52A022F16D8CDBF019E132F1538A1798F167973A,True,False,fr,\u00CEle-de-France,Paris,48.8607,2.3281,AS12876,36294677,0.001135779,0.0007946422,0.0
Access,52A774C4472FC10186BDBDC4374C0F9A601300B7,True,True,nl,North Holland,Amsterdam,52.352,4.9392,AS14061,8771584,0.0,0.0,0.0006859017
TangerineNao,52AB8767E130C3519920C77072E72F347979AAE9,False,False,gb,England,London,51.5164,-0.093,AS31898,2240534,0.0,6.150955e-05,0.0
AmirTaaki4President,52B68764E26CB04DAE3ABE1FA01826EF27376C68,False,False,de,Hesse,Frankfurt am Main,50.1188,8.6843,AS14061,1989654,0.0,6.755384e-05,0.0
BeastieJoy63,52BFADA8BEAA01BA46C8F767F83C18E2FE50C1B9,True,False,de,North Rhine-Westphalia,unknown,51.4476,7.0122,AS8972,13312000,0.0003765013,0.0002634173,0.0
jesuislavache,52C189FF01FDF7FA177D6678C34D362F7BC45E85,False,False,fr,Grand Est,Strasbourg,48.5839,7.7455,AS15557,524288,0.0,5.333198e-06,0.0
Unnamed,52C9587FA613C01138135DA3DF3E5D725752462E,False,False,sg,unknown,unknown,1.3667,103.8,AS16276,7265887,0.0,6.257619e-05,0.0
Digitalcourage4ipaa,52CD98902F6376E84DF2415B906F1426D585564D,True,True,de,unknown,unknown,51.2993,9.491,AS60729,26906399,0.0,0.0,0.0016004372
hellebuz,52D5FB2004C67127C73B71478238FA66122BD443,True,False,fr,unknown,unknown,48.8582,2.3387,AS12876,29366380,0.00093706994,0.0006556164,0.0
nonanet09,52DEEF88F5ACC98920FA249D4CE9BC720396E8D9,True,True,us,Wyoming,Cheyenne,41.1034,-104.9059,AS53667,32605464,0.0,0.0,0.0011507906
OctopusMulitplier,52E4804A8DB55F79604AC03611226820AEDA1BFA,False,False,us,Washington,Moses Lake,47.1416,-119.2894,AS25764,2409465,0.0,9.599757e-06,0.0
spargel,530277866466A1425F43A73DBFCB5FC7410C9852,True,True,at,Vienna,Vienna,48.1865,16.3549,AS208323,30278656,0.0,0.0,0.0019357669
pineapple,530CF8604A0C71AD113F9F39E3C927A6B9522F65,False,False,de,North Rhine-Westphalia,Bonn,50.7112,7.0668,AS3320,102220,0.0,2.8443722e-07,0.0
Fission08,53134D9637D9FBE565FA1E3AF82B23CC964C56D6,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,24812501,0.0006086771,0.000425858,0.0
natomo,531BE6C3195A757C116B9566B944DD0B2B6A23B0,True,False,jp,Fukuoka,Ukiha,33.3563,130.7497,AS4713,4852771,2.0435655e-05,1.4297706e-05,0.0
1337orgza,531E8E83593968B61F60B122D6D15D09B16FC9FC,False,False,za,unknown,unknown,-29.0,24.0,AS10474,0,0.0,0.0,0.0
Unnamed,532B5CACF517872EE720B53D71BC499C47964EB1,False,False,ca,British Columbia,Coquitlam,49.2391,-122.8531,AS11831,4166656,0.0,3.5910198e-05,0.0
iansh13fe,5333C98E703385743AE931ECC929C5E4B32A0CD0,True,True,us,unknown,unknown,unknown,unknown,unknown,11308093,0.0,0.0,0.0003353297
ethergeist,53412DCC555335B400DB72750ED0BE08D034D779,True,False,de,unknown,unknown,51.2993,9.491,AS24940,6291456,0.00019870902,0.0001390258,0.0
berders,5368AB8D9033A357729D3578617A6493AB5DA3A8,True,False,us,Virginia,Reston,38.9609,-77.3429,AS16276,20491579,0.0004392515,0.00030732018,0.0
KaarliVPS,537DFC2019C77FF60A0A29BEF358F7F6D6C68688,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,4095605,0.00010500203,7.346416e-05,0.0
Unnamed,538087BEAAE5169448E030A4D059E866BB4C3493,True,True,ca,Quebec,Montreal,45.5063,-73.5794,AS16276,11553711,0.0,0.0,0.0004648889
Unnamed,5393E4CDB52AC0348C6D3F60349DFEC7786D863E,False,True,in,Karnataka,Bengaluru,12.9719,77.5937,AS14061,3592847,0.0,0.0,4.99184e-05
Unnamed,539572FE3430A83E8F502052FC7E178E20A07EE0,True,False,de,unknown,unknown,51.2993,9.491,AS24961,17951617,0.0006254105,0.0004375654,0.0
42isNotTheAnswer,53AE17B558DFA2EAF551B650F6260B3E31FBEAD0,False,False,de,unknown,unknown,51.2993,9.491,AS28753,1536000,0.0,7.395368e-05,0.0
kuerbis,53B1C6E35706C9EC30B9468B61DFBB67F29BFC2F,True,True,at,Vienna,Vienna,48.1865,16.3549,AS208323,30732288,0.0,0.0,0.0020157888
Nicodeamuz,53B379F4063B3B91B24A7DFFCC2F6533F51B3245,True,False,us,Virginia,Charlottesville,38.0271,-78.4797,AS22070,2097152,4.4761822e-05,3.131739e-05,0.0
2livebrew,53B8B5C2A33C489B54300D558BFEE2C3B12F3875,True,False,lu,Mersch,Roost,49.7867,6.0961,AS53667,3145728,8.9941976e-05,6.2927465e-05,0.0
Aramis67,53C9F4954E7A7332BB0C610C5B8E04CA065AF29B,True,False,md,Chi\u0219in\u0103u Municipality,Chisinau,47.0052,28.8573,AS43289,7191552,0.00012152625,8.5025255e-05,0.0
niftywabbit4,53CBD4285918F168B92D05CAA9BC0CF499DF72C7,True,True,de,unknown,unknown,51.2993,9.491,AS200052,28807163,0.0,0.0,0.0014861203
linuxthefish,53D3FAB47917F974393A97E98F7B6163841665B3,False,True,bg,Sofia-Capital,Sofia,42.683,23.3175,AS9009,4303872,0.0,0.0,6.1350096e-05
Toready1,53D79BBFEDB5DE1C3CF4839B2875859CE54D7BB1,False,False,jp,Tokyo,Tokyo,35.798,140.1803,AS31898,2939157,0.0,2.4888257e-05,0.0
propsy,53D9056AA6A4C568674EB37ED018C978D0348B96,False,False,cz,unknown,unknown,50.0848,14.4112,AS197019,409600,0.0,4.622105e-06,0.0
Michelangelo,53E29B5FB53C367EDDCCDDFE9EDFD2D3767B393C,True,True,cr,unknown,unknown,10.0,-84.0,AS3790,4271348,0.0,0.0,4.5726778e-05
LadyTremaine2,53E73B74B930BCF51621E6F06E65A3E3BC78E83A,True,False,ch,Zurich,Zurich,47.3664,8.5546,AS13030,23180939,0.00075091096,0.0005253712,0.0
weirenminfuwu,53FF1EDC8528AF4238FB7501831E6BACFF4B42D2,True,True,bg,Sofia-Capital,Sofia,42.683,23.3175,AS59729,3569046,0.0,0.0,0.00014632569
Assange004auX,5412D862C7625F145E16D3D831F6D33A9FAF5EE9,True,True,au,New South Wales,Sydney,-33.8591,151.2002,AS16276,4543488,0.0,0.0,3.810565e-05
ScribeRelay1,5414BCD1B6E8A050DFDF832993E237792F8021D2,True,False,aq,unknown,unknown,-90.0,0.0,AS174,4887314,9.224282e-05,6.453724e-05,0.0
Airlock,54283994E43EDBA6989A2BC64C417E33150FC9A5,False,False,nl,unknown,unknown,52.3824,4.8995,AS20857,771208,0.0,1.1661926e-05,0.0
grog,5436FC72ABDEAC39BF58E64E5E12C462A7D3D088,True,False,tr,Istanbul,Istanbul,41.018,28.9745,AS197328,7774903,7.488193e-05,5.2390777e-05,0.0
OignonCA,54371D64F4AED8CD1EF8ED1B58C725C4063BDE42,True,False,ca,Quebec,Beauharnois,45.3161,-73.8736,AS16276,15350784,0.0003451262,0.00024146587,0.0
CoudroX,543F96D0C17CDBAC326F644DB0C8A17193BCCFC9,True,False,fr,unknown,unknown,48.8582,2.3387,AS210199,12308403,0.0003618596,0.0002531733,0.0
raz,544C0A2CACE2F7819330746E1528333189B4DC74,False,False,cl,Region de Valparaiso,Villa Alemana,-33.0422,-71.3733,AS22047,204800,0.0,1.3155221e-06,0.0
Zimmer32020,546051007245A3C5066CA4802B1AE811F0C4172C,True,True,ru,unknown,unknown,55.7386,37.6068,AS29182,5243181,0.0,0.0,0.000121557016
lftor2,546E52A979FB0FBBDF1DDF360FB20AA03D22AACE,True,False,fr,unknown,unknown,48.8582,2.3387,AS58208,4115586,3.78593e-05,2.6488075e-05,0.0
choiseul,546F084086CC57D57BB54D5FF4BF2A12AACE5F94,False,False,ch,unknown,unknown,47.1449,8.1551,AS6775,1226712,0.0,1.9910606e-06,0.0
Helianthus,5475E1C23C16B6FEFC2C56FA20FF674726D7FE26,True,True,fr,unknown,unknown,48.8582,2.3387,unknown,47789688,0.0,0.0,0.003501909
Tange2LV,547C1CDB516798EC66A01F04A5884DCE1A151919,True,False,dk,Capital Region,Copenhagen,55.6786,12.5589,AS42541,37973765,0.0010249203,0.00071708043,0.0
chaucer,547DA56F6B88B6C596B3E3086803CDA4F0EF8F21,True,True,ca,Manitoba,Winnipeg,49.7462,-97.1745,AS395089,12382949,0.0,0.0,0.00043821495
taki,547E6E68ADE1B6F492C44443588A939610401DFB,True,False,nl,North Holland,Haarlem,52.3615,4.6419,AS12876,10485760,0.00035558458,0.000248783,0.0
ShardsOfNarsil,5492E760648AABB7BEC08BC87E8F72F55FBBA90D,False,False,us,North Carolina,Charlotte,35.2842,-80.8719,AS11426,1590812,0.0,2.6097116e-05,0.0
kima,54A35E582F9E178542ECCFA48DBE14F401729969,True,False,us,unknown,unknown,37.751,-97.822,AS11878,13051375,0.00027400928,0.00019170926,0.0
ulula,54A403A1B015F6E5A641AD121530966BD873136E,True,False,ch,Zurich,Zurich,47.3664,8.5546,AS13030,3145728,7.948361e-05,5.5610322e-05,0.0
QuintexAirVPN22,54A4820B46E65509BF3E2B892E66930A41759DE9,False,True,us,unknown,unknown,37.751,-97.822,AS62744,13804544,0.0,0.0,0.0005334791
unlobitolon0,54AA4CCFE81F4DD7391D837ABB0892D75355DF30,False,False,gb,England,London,51.5353,-0.6658,AS14061,262144,0.0,1.9199513e-06,0.0
wagon,54AD6773A16D526C6336803AD0F9EB62467FEE37,True,False,bg,unknown,unknown,42.7,23.3333,unknown,4844544,0.00010102785,7.068364e-05,0.0
walden,54BDDB4A47AEA78B661D546D69B2757E8B399462,False,False,de,Hamburg,Hamburg,53.5666,9.98,AS31334,292921,0.0,2.7021536e-06,0.0
GoWatchUrSmut,54D8FFF8000343A5411C4E5D662C39C01217BD41,False,False,ru,Moscow,Moscow,55.7527,37.6172,AS47954,1017856,0.0,1.4079643e-05,0.0
uzieka,54DE63F4587058B79152A75A0238D7F7A0279215,True,False,at,unknown,unknown,48.2,16.3667,AS57169,49228118,0.0012633711,0.0008839114,0.0
tormalaysia,54DFA448CE3A1DCA1DBBF6B5856808FA46F80320,False,False,my,unknown,unknown,2.5,112.5,AS55720,1204216,0.0,1.2408574e-05,0.0
macaroni,54E33CFE4D731F8AC86A6F9A57463D6CD86DFB92,False,False,nl,Provincie Drenthe,Meppel,52.6962,6.191,AS62088,75285,0.0,3.5554653e-08,0.0
