nickname,fingerprint,is_guard,is_exit,country,region_name,city_name,latitude,longitude,as,advertised_bandwidth,guard_probability,middle_probability,exit_probability
torexit02,00052E786B0E33AC3C24270E1FE33FEE54E53F4D,False,True,us,New York,Buffalo,42.8864,-78.8784,AS53667,0,0.0,0.0,6.820911e-05
flageolet,0006DE2E77E3C3EC5E1825B076E5257FD200ED0A,True,False,gb,England,Hinckley,52.5139,-1.3412,AS5089,3774873,3.5558456e-05,2.4878302e-05,0.0
seele,000A10D43011EA4928A35F610405F92B4433B4DC,False,False,us,California,Sunnyvale,37.3479,-122.0351,AS7922,102400,0.0,3.5554652e-07,0.0
CalyxInstitute14,0011BD2485AD45D984EC4159C88FC066E5E3300E,True,True,us,New York,Brooklyn,40.6521,-74.0018,AS4224,41301385,0.0,0.0,0.0015242259
220VoltLive2,0012E2C9067307BCD6072179C33B35665ECC8828,False,False,au,Tasmania,Moonah,-42.8452,147.2948,AS4804,1396736,0.0,7.4309223e-06,0.0
0x616e6f6e,0020D8A204A81FC8C8A1D79E2324621705DE4F2F,True,True,md,Chi\u0219in\u0103u Municipality,Chisinau,47.0052,28.8573,AS43289,9518244,0.0,0.0,0.0003589552
skylarkRelay,00240ECB2B535AA4C1E1874D744DFA6AF2E5E941,True,False,ua,unknown,unknown,50.45,30.5233,AS31343,9250816,0.00019096983,0.00013361112,0.0
rotor25,00342C0E155D4542E55391788B2D779F14578DEB,True,False,ro,Cluj,Cluj-Napoca,46.7667,23.6,AS8708,4040745,7.739194e-05,5.414689e-05,0.0
xX0seamus0Xx,003BFA1B6CC5CBEFD5D0082F8FC9AF2A8868A8FB,True,False,lt,unknown,unknown,56.0,24.0,AS16125,26214400,0.0007132608,0.00049902947,0.0
VSIFskylab,003D78825E0B9609EECFF5E4E0529717772E53C7,True,True,ca,British Columbia,New Westminster,49.2201,-122.8998,AS53356,5576589,0.0,0.0,0.00016004372
Unnamed,0042B9F5B608D06DBFF5C075C84F2BBB9B294A5B,False,False,ca,Quebec,Montreal,45.4995,-73.5848,AS16276,7733166,0.0,0.00021688337,0.0
iriseden,005079A42356183CEA5A3ADD239303F44F12E7EA,True,False,fr,unknown,unknown,48.8582,2.3387,AS12876,51009802,0.0019766318,0.0013829409,0.0
helga,0059D92942DB3B84E52EB4D87E9F7B195CF4D005,False,False,de,unknown,unknown,51.2993,9.491,AS24940,1048576,0.0,6.0442908e-05,0.0
Athena,005ED97213F725867E422B8DC0443361BBB24E3C,True,False,lu,Mersch,Roost,49.7867,6.0961,AS53667,20062419,0.0005271018,0.00036878424,0.0
Quintex13,0077BCBA7244DB3E6A5ED2746E86170066684887,False,True,us,unknown,unknown,37.751,-97.822,AS62744,8054659,0.0,0.0,0.0002488299
SilverbackRelay,00786179DB0E6514142F44DB4166638712F34DAE,True,False,us,Wyoming,Cheyenne,41.1034,-104.9059,AS53667,7084458,8.575863e-05,6.000061e-05,0.0
Relay5000,0085057C17BD2E1809E284825F06F94E72FB418C,True,False,de,unknown,unknown,51.2993,9.491,AS24940,64693667,0.0019870903,0.001390258,0.0
BlackBeluga,00962D2DD0B9BF3A6AF1D5EB201132388ACA1424,False,False,de,Bavaria,Nuremberg,49.405,11.1617,AS51167,1048576,0.0,2.4817147e-05,0.0
jactr,009851DF933754B00DDE876FCE4088CE1B4940C1,False,False,bg,Sofia-Capital,Sofia,42.683,23.3175,AS43561,131072,0.0,6.755384e-07,0.0
mharelay,00B57BF614F7ED3051073B5D4526FF0B23AF217B,True,False,se,Stockholm,Stockholm,59.3307,18.0718,AS8473,40553750,0.0010751204,0.00075220276,0.0
iriseden,00C22D3BC1822EB8EA380AF04245337399E796E2,True,False,fr,\u00CEle-de-France,Paris,48.8543,2.3527,AS12876,47615847,0.0017109893,0.0011970854,0.0
effiorg1984,00CCE6A84E6D63A1A42E105839BC8ED5D4B16669,True,True,fi,Uusimaa,Espoo,60.2122,24.8066,AS30798,11657543,0.0,0.0,0.00057158474
Quintex55,00DCAEAE3E54C32809E7F7CC4BF2A6FC68FC552F,False,True,us,unknown,unknown,37.751,-97.822,AS62744,10627111,0.0,0.0,0.00018862296
dragonhoard,00E1649E69FF91D7F01E74A5E62EF14F7D9915E4,True,False,de,unknown,unknown,51.2993,9.491,AS24940,13862338,0.00046016826,0.0003219545,0.0
SemTempoIrmao,00E89DDEF944B42FD652F80C2480D5E20DF13194,True,False,it,Lombardy,Milan,45.4707,9.1889,AS34971,8354723,3.765013e-05,2.6341731e-05,0.0
Quintex85,00EB3A12C77E70F19F66A7BBD094D62969AF350D,False,True,us,unknown,unknown,37.751,-97.822,AS62744,10445256,0.0,0.0,0.00039629874
favorableechopatch,0109706984AA5E15836E9B20A144185DD774411E,True,False,us,Oregon,Boardman,45.8491,-119.7143,AS16509,2383499,4.4970988e-05,3.1463733e-05,0.0
MYLEXr2,010B7728454411F485CE29D4C79A14534151C2C4,True,False,ua,Rivnens'ka Oblast',Rivne,50.6231,26.2274,AS25229,4140032,8.366696e-05,5.8537178e-05,0.0
DigiGesTor1e1,0111BA9B604669E636FFD5B503F382A4B7AD6E80,True,True,ch,unknown,unknown,47.1449,8.1551,AS51395,15728640,0.0,0.0,0.0010936321
motauri,01181B31BE5860C7D66DA88F88AD522C06470FD9,False,True,se,Stockholm,Solna,59.36,18.0009,AS49770,1252786,0.0,0.0,1.8633662e-05
Unnamed,0122A605B7C170D6086143448273D9A9844B69E2,True,False,de,unknown,unknown,51.2993,9.491,AS24940,27363031,0.00096635334,0.00067610445,0.0
biochemistmoscow,0128115EC4CC35785E005F0BF2FEDF7ECDC4F03B,False,False,ru,Moscow,Moscow,55.7527,37.6172,AS42610,1968399,0.0,5.6887446e-05,0.0
bang1,0136696B025AC5503847D736FE9F3D65EB27A596,True,False,in,Karnataka,Bengaluru,12.9719,77.5937,AS14061,6891520,5.040934e-05,3.526865e-05,0.0
CanterSecure01,01384A5D9C6D34352701BF86D04E5F406CB256AE,True,False,ch,unknown,unknown,47.1449,8.1551,AS49447,24969350,0.0006463272,0.00045219972,0.0
insist,014BD09636373B78CC28BA70E36C7190E3DE236A,False,False,se,Blekinge,Karlskrona,56.1616,15.5866,AS35100,12779520,0.0,0.0005546526,0.0
8ac97a37,014E24C0CD21D2B9829E841D5EC1D3C415F866BF,True,False,de,Baden-W\u00FCrttemberg Region,Kuenzelsau,49.2818,9.6835,AS24940,61925339,0.0019933654,0.0013946483,0.0
marsmellow,014EE24BCBDA160F236B2547A4639B27E303A1E7,False,False,nl,North Holland,Hoofddorp,52.2984,4.6642,AS3265,512000,0.0,1.0204185e-05,0.0
BluieEastTwo13,015757E38C2E3043CAC78E80A34601EC8D2FC409,False,False,dk,South Denmark,S\u00F8nderborg,54.9093,9.8074,AS197288,4521489,0.0,0.00011377489,0.0
d0dak,016093EE4BAE9AF473FC0C811A9D10FDAA9CA34B,False,False,se,V\u00E4stra G\u00F6taland,Gothenburg,57.7066,11.9672,AS2119,1048576,0.0,2.5457131e-05,0.0
Unnamed,01660CC01144ADC7689441F6FEA6EAFC784CF514,False,True,fr,unknown,unknown,48.8582,2.3387,unknown,10506663,0.0,0.0,0.0006096904
noce,01664D41A81F817A3E71400D6BFD40947AA40AFB,True,False,us,California,Canyon Country,34.413,-118.4269,AS35916,8593408,0.00010311953,7.214707e-05,0.0
LastResort,01722A60DC0EAA64D7905AD60A3242C6091E73D1,False,False,is,unknown,unknown,65.0,-18.0,AS44925,512000,0.0,6.9331572e-06,0.0
CheenaTorExit1,01729F10A81DDD8A92D770B2133082EB56C75E26,True,True,md,Chi\u0219in\u0103u Municipality,Chisinau,47.0052,28.8573,AS43289,6543980,0.0,0.0,0.00014480147
hedden,0173A7A8BA9D32043641B69726D32A9ADFE26D16,True,False,nl,unknown,unknown,52.3824,4.8995,AS202425,6712501,7.843777e-05,5.4878605e-05,0.0
Unnamed,018DD9C3A0D2AD0FFCAE3978D89418C1B88B81D5,False,False,ca,Quebec,Montreal,45.5063,-73.5794,AS16276,4062245,0.0,8.675335e-05,0.0
Unnamed,01981F09AF08EB1EC69F91B31D89B6C76757620A,False,False,de,unknown,unknown,51.2993,9.491,AS16276,1024000,0.0,2.3110524e-05,0.0
LeftBehind1,019E20E352481BD45A3CE7D6691A10FB531850FB,False,False,jp,unknown,unknown,35.69,139.69,AS10013,1289630,0.0,8.6042255e-06,0.0
PyotrTorpotkinTwo,019FEB22CE04CBD0489B7F24BE038518B64FA223,True,False,ca,Quebec,Montreal,45.5063,-73.5794,AS16276,9632768,0.00022799245,0.00015951382,0.0
rixtyminutes,01AE2DE314276C82FCCC3603A1C2F3238E6544C9,True,False,ca,Quebec,Montreal,45.5063,-73.5794,AS16276,20219869,0.00046016826,0.0003219545,0.0
Hydra14,01B70C7C497FC8667DB5EB82C40D8F9214D6A484,True,False,fr,unknown,unknown,48.8582,2.3387,AS12876,25278076,0.00071744417,0.0005019563,0.0
Overjump,01CB2E297A8F586DBBCF98F028A3D1A49B0AB7BA,False,True,my,unknown,unknown,2.5,112.5,AS55720,1253276,0.0,0.0,1.5623316e-06
Unnamed,01E19A812AF0A4C9584931CD6DC3EC07CEEE3A23,False,False,pt,unknown,unknown,38.7139,-9.1394,AS204094,2402340,0.0,3.7332386e-05,0.0
Ubermensch,01F73DBD9B56C31E3D3AAEB95F8CF1DEB7D9A72F,False,True,ca,Quebec,Montreal,45.4995,-73.5848,AS16276,10690812,0.0,0.0,0.00049537345
niftyentry77,01FDC8E92D3280847D856DA1F9BFC2B4CD2C2EE8,True,True,de,unknown,unknown,51.2993,9.491,AS200052,20364911,0.0,0.0,0.0011203061
daskapital,01FE2137C42E4802507A1FD97B0158116FD78A8C,True,False,de,Land Berlin,Berlin,52.5174,13.3985,AS6724,15728640,0.0005229185,0.00036585738,0.0
RS1Lselectel,01FF9C8571D1C09FA8D2ACCE727D5530FEC10038,True,False,ru,unknown,unknown,55.7386,37.6068,AS49505,20485091,0.00041205977,0.00028829562,0.0
GrmmlDag,021DDCD687FD505B7EA7E75DA6CEF0D778AA07FB,True,False,de,Bavaria,Nuremberg,49.4475,11.0683,AS24940,25896031,0.00096217,0.0006731776,0.0
VivelaFrance,022A5535F42B1A9F9AA755C4EAB5F36FEF9781D8,False,False,fr,\u00CEle-de-France,Paris,48.8607,2.3281,AS12876,13501972,0.0,0.000817757,0.0
Unnamed,023455597DAB689EE84FB3A7BC7FC5F9A3E27FD6,False,True,us,unknown,unknown,37.751,-97.822,AS16276,0,0.0,0.0,0.0
tconionrelay,023EBBC57BEB7F45473B3DC2AA811FB3AABA4466,True,False,us,Pennsylvania,Pittsburgh,40.5037,-80.0683,AS701,12833280,0.00029283436,0.00020488013,0.0
Scorpius,0251FCFDBC281666A6D492785A2D289F5664C039,False,False,sg,unknown,unknown,1.314,103.6839,AS14061,3959808,0.0,4.622105e-05,0.0
nibbana,025B66CEBC070FCB0519D206CF0CF4965C20C96E,True,True,ro,Bucuresti,Bucharest,44.418,26.1691,AS200651,2621440,0.0,0.0,0.00012689181
Assange029us,02648F2F135C7296A27B1F59D2AE4EEC25D9A877,False,False,us,California,Dublin,37.7201,-121.919,AS35916,5757417,0.0,0.00011697481,0.0
zagreus,02740F472D1DA5C1B77475F18940FE79F15AF4B8,False,False,de,Baden-W\u00FCrttemberg Region,Sigmaringendorf,48.0659,9.2621,AS6724,987879,0.0,8.533117e-06,0.0
niftyentry116,02758CD398E3F842EF82478078AAAE0273770DB2,True,False,gb,unknown,unknown,51.4964,-0.1224,AS200052,97015395,0.0025100086,0.0017561154,0.0
zamazan4ik,027DCCAAA0AAC0B3F79238E60DBCBE7B5B2E4BAC,False,False,by,unknown,unknown,53.0,28.0,AS6697,7657677,0.0,0.00033990247,0.0
Digitalcourage4ipeb,027E75C92F1231AE5F7BD4E1536696FE3040C460,True,True,de,unknown,unknown,51.2993,9.491,AS60729,24670472,0.0,0.0,0.0016766485
TOR2503,027EEF0952F785333E90A10292687E6DAA23C730,False,False,at,Vienna,Vienna,48.164,16.4463,AS29287,1424609,0.0,3.9110117e-05,0.0
Unnamed,0289A02185EE16A12E8701563F72EAD3EE225B93,False,False,lt,unknown,unknown,56.0,24.0,AS59642,6113236,0.0,0.00017563999,0.0
MrDetonia,02928855BFAD787F8B363F21860D1E7D156E0655,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,20480000,0.0006065854,0.00042439456,0.0
Ragnarok,02930FFEB87968D518101EB79202F1C3766078DA,True,True,ua,Kyiv City,Kyiv,50.4333,30.5167,AS42331,19806487,0.0,0.0,0.0009526412
pkswitchny,029E107A59D2B4FEBD06A6115167BD6D048D9C0A,False,False,us,New Jersey,Clifton,40.8364,-74.1403,AS14061,2097152,0.0,5.8665177e-05,0.0
Lorax,02A29A2F958211F9BB5821153296EFFED900ECC6,True,False,de,unknown,unknown,51.2993,9.491,AS197540,8604743,0.00019661734,0.00013756237,0.0
NeelTorExitE,02AB0923AFF5A47DD011C343F79864C45E9FFB34,True,True,us,Pennsylvania,Philadelphia,39.9668,-75.1512,AS23470,19200000,0.0,0.0,0.00074306014
tvo1004,02AE851BCB2A951B51C5107D874BF749B8B295C6,False,False,nl,unknown,unknown,52.3824,4.8995,AS5390,120040,0.0,6.044291e-07,0.0
lui4ever,02C2C534EE5B33B799750D65D07EB96BF32B9C52,False,False,de,Bremen,Bremen,53.0711,8.8317,AS680,2048000,0.0,7.075376e-05,0.0
Unnamed,02D5B1F63A0DD3839D9D8E705484EC6E2F5F1083,False,False,jp,Tokyo,Takanawa,35.6321,139.7342,AS17676,198052,0.0,4.622105e-07,0.0
bigtits,02D7A3058F5DBC0A02AA48BB1F0412C52DF86B92,False,False,nl,unknown,unknown,52.3824,4.8995,AS35470,262144,0.0,2.2043885e-06,0.0
p4thfinder,02E6F8F19ADE2BE42DAF187BBD6A840582862F52,False,False,de,North Rhine-Westphalia,Cologne,50.9504,6.9502,AS3320,399924,0.0,4.9776513e-06,0.0
ididnteditheconfig,02ED4F8DB11F1303BA21B16AA1CF2A0A48547ACA,True,False,fr,unknown,unknown,48.8582,2.3387,AS12876,3072000,6.0658545e-05,4.2439457e-05,0.0
tortellini,02F250898E6213FC6B5BAEA368322BEE015AD677,True,False,us,New York,New York,40.7308,-73.9975,AS12271,2629133,2.9283436e-05,2.0488013e-05,0.0
Unnamed,02FAEC637620B6DFF329022CEAA4D83BA23CEC6F,False,False,mc,unknown,Monaco,43.7333,7.4167,AS6758,2097152,0.0,6.293174e-05,0.0
Unnamed,0312F3CCEC836350FE5B78D7EFD8AFFF59F44C30,False,True,fr,unknown,unknown,48.8582,2.3387,unknown,9948097,0.0,0.0,0.0005525319
ttO0,031F5CF2BD913BA2B84C124FC623B3C93D60DE71,False,True,ch,unknown,unknown,47.1449,8.1551,AS49447,13996032,0.0,0.0,0.00079640804
paladin,0325B91D3C32D3A24C863D5DFBED00564FAD5C64,False,True,ch,Zurich,Zurich,47.3664,8.5546,AS51852,10975216,0.0,0.0,0.00050680514
Nebuchadnezzar,0338F9F55111FE8E3570E7DE117EF3AF999CC1D7,True,False,ro,unknown,unknown,46.0,25.0,AS39798,12149103,0.00029283436,0.00020488013,0.0
Hydra5,034AA4B30F77DF0FE183602EA7F8251FF2CF1BA2,True,True,ro,Arad,Lipova,46.0909,21.6963,AS25198,15539431,0.0,0.0,0.00048013116
Venom13,035396269F6D00503D1765DF36ED1B203A028D74,True,False,lv,unknown,unknown,57.0,25.0,AS50979,9419159,8.366696e-05,5.8537178e-05,0.0
asagudentor,0367E1FFAB716AC3F418CFB7CBB3BDB9403CD9CB,True,False,se,Sk\u00E5ne,Helsingborg,56.0467,12.6944,AS8473,6054758,9.768117e-05,6.834216e-05,0.0
Unnamed,036A7CD36D6F7A97C7B4AF896D9F11AB719F0DF7,True,False,fr,\u00CEle-de-France,Paris,48.8607,2.3281,AS12876,14784025,0.00051664346,0.00036146707,0.0
TORKeFFORG9,036EFD2E61DEA3D2FEE59861BA4245E4DE864112,True,True,se,unknown,unknown,59.3247,18.056,AS41281,19551019,0.0,0.0,0.0009907469
SLOG,037B6C60DAD4DF32FDA29BF458D5C8C816AA8F3E,True,False,pt,Lisbon,Lisbon,38.7174,-9.1321,AS203020,10179104,0.00017862895,0.00012497688,0.0
dike,037BCD0EBDF7DB9F3D562DA27D463F0F78F1494B,False,False,de,unknown,unknown,51.2993,9.491,AS197540,4176068,0.0,9.813084e-05,0.0
turnt,038C30D2AD053147C91EFB1291527ED621D7D1B1,True,True,is,unknown,unknown,65.0,-18.0,AS50613,7864320,0.0,0.0,0.0003223738
ry4an,039003C320D9980E0A740F107A1A9C13C99C5FE3,False,False,us,New Jersey,Newark,40.739,-74.1697,AS63949,1048576,0.0,2.7697075e-05,0.0
operator,03910F285A33F365838EC66EF2C2EF754D046760,True,False,de,unknown,unknown,51.2993,9.491,AS24940,60100073,0.002091674,0.0014634295,0.0
Unnamed,039F293C9524E13DAFB5E9E7C26E06EA2EC4AE9C,False,False,jp,Kanagawa,Yokohama,35.5302,139.6654,AS7505,0,0.0,0.0,0.0
TLCOnion,03A33C3454FC0F9AC6966F12FA486999F5A22896,True,True,us,Michigan,Waterford,42.6429,-83.3546,AS7922,4124749,0.0,0.0,4.1916213e-05
lrjstorrelay01,03A6C11856113883CE89F7421CE74F3B4180B504,False,False,ua,unknown,unknown,50.45,30.5233,AS31343,4194304,0.0,0.00022043884,0.0
Ichotolot61,03C3069E814E296EB18776EB61B1ECB754ED89FE,True,False,de,unknown,unknown,51.2993,9.491,AS35366,5051328,3.7440965e-05,2.6195388e-05,0.0
SPARTACUS,03C8B603AEBEC0AC4C1F73E3B0CC96A02A04D83D,True,False,cz,unknown,unknown,50.0848,14.4112,AS197019,5007882,0.00012863794,9.000091e-05,0.0
torgenerationX,03CFF90060461087D34FFB7B485C3AD30143775C,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,12052403,0.00037440963,0.0002619539,0.0
itzme,03DA20FD71CED188C8B7652E81941C506724DBA6,False,False,us,New Jersey,Newark,40.739,-74.1697,AS63949,409600,0.0,2.5243803e-06,0.0
krigernes,03DC081E4409631006EFCD3AF13AFAAF2B553FFC,True,False,ch,unknown,unknown,47.1449,8.1551,AS51395,10850955,0.00025100086,0.00017561154,0.0
chapterOne,03E0F4EE272731601773F48E64240D3A8896A5E3,True,False,fi,unknown,unknown,60.1708,24.9375,AS24940,34488436,0.0008283029,0.0005795181,0.0
4pyro2eu3org0,03E9F7E669C8F911C5EEC3EC094533151F857420,False,False,gb,England,Chelsea,51.4881,-0.1647,AS13037,1310720,0.0,7.822023e-05,0.0
Shockrealm,03EE7DDD931D92BB57B81B3038AE7C40A08AB237,False,True,vn,unknown,unknown,16.0,106.0,AS7643,4475799,0.0,0.0,1.7528599e-05
Unnamed,03F24BAFD1C1E1BD4786801635E41A28A41390B7,True,False,bg,Sofia-Capital,Sofia,42.7,23.1333,AS50360,6497857,0.00015060052,0.000105366926,0.0
Janky380201,03F26766F14B0B7B5D22461083807D313429A34F,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,4499918,9.2451985e-05,6.468358e-05,0.0
toastworld,03FC5C52D9A4577F28762E7BE642BB5A8F1E9803,False,False,de,unknown,unknown,51.2993,9.491,AS31333,1024000,0.0,2.3430515e-05,0.0
SCggHJTyWbtzDA9YZi,03FF94D9E5001DD2290BC3B19FA7F59CE1E30279,False,True,at,Vienna,Vienna,48.1773,16.2456,AS8437,92160,0.0,0.0,1.9052824e-07
RichardFeynman,040085FFE1E88CF48AB0B5B2AB39035758C65F0C,False,False,de,unknown,unknown,51.2993,9.491,AS24940,1048576,0.0,3.0470337e-05,0.0
jkO,0409605E8343562A790FFE846CB3BD7C04429F70,True,False,ca,Quebec,Montreal,45.4995,-73.5848,AS16276,11609958,0.00027400928,0.00019170926,0.0
Unnamed,040A7442349A2AC92233C2470D6C4F2BD02EDF15,True,True,us,unknown,unknown,37.751,-97.822,AS6939,5242880,0.0,0.0,0.0001672838
EntitaetNull,04115320D11E2583EC3F7F944AD2D419F9B84102,False,False,de,Land Berlin,Berlin,52.5174,13.3985,AS6724,153600,0.0,8.17757e-07,0.0
QuintexAirVPN26,041646640AB306EA74B001966E86169B04CC88D2,False,True,us,unknown,unknown,37.751,-97.822,AS62744,11140096,0.0,0.0,0.00041916213
freedom,041E3FCC0262E5AF1AA2EC89A135658C07C0D9A9,True,False,at,Upper Austria,Attnang-Puchheim,48.0167,13.7167,AS8447,2933678,4.3925153e-05,3.073202e-05,0.0
ecuasterces,042BCDF2D36D7AEE070E086DAD4B57F27B2F1143,False,False,us,California,San Leandro,37.722,-122.1643,AS7922,801991,0.0,1.10574965e-05,0.0
Hydra2,0443D98C0C44D3E0E6238790345DB5624DB41B28,True,True,ro,Arad,Lipova,46.0909,21.6963,AS25198,11153408,0.0,0.0,0.0005334791
lftor9,0451F142D2EF187FABB9A9A17725DA6C51BA3978,True,False,fr,unknown,unknown,48.8582,2.3387,AS58208,3838603,3.3885117e-05,2.3707558e-05,0.0
samj2,045854B3F7B2E2BDE8A128C4A92732F1AF5DDACE,False,False,us,Texas,Dallas,32.8252,-96.8388,AS40676,512000,0.0,7.608696e-06,0.0
Zwiebelmett,046F2D59A85FAE693676A87533717C57436261C2,True,False,fi,unknown,unknown,60.1708,24.9375,AS24940,17688576,0.0005626603,0.00039366254,0.0
sneipas666,047F0F8FCE4DBBF40151E485249DD2D77089C9B4,False,False,th,Changwat Nakhon Ratchasima,Nakhon Ratchasima,15.0598,102.2215,AS45758,1172808,0.0,1.0666396e-05,0.0
hviv117,0485027A0A349D454D978F6C1CECDD29EA17769A,True,True,nl,North Holland,Amsterdam,52.35,4.9167,AS1101,13351786,0.0,0.0,0.0008764299
v01d,049C1168996B33B2240DF6D83C35B85452CF70A6,True,False,ru,Moscow Oblast,Kolomna,55.0794,38.7783,AS8402,7656448,0.00016126806,0.000112830414,0.0
darknebula,04A28A62F27D9C4A60F9ED0C4264E98B988C65A3,True,False,fr,unknown,unknown,48.8582,2.3387,AS12876,18957325,0.0004559849,0.00031902763,0.0
torgwthem,04B7E970580F21BE8BABF0CC9A23D2CBFC222295,False,False,at,Vienna,Vienna,48.2356,16.3193,AS6830,204800,0.0,1.1377489e-06,0.0
aaron0x10c,04C3468BE24740347CBCC00534C940DBCBCABC82,True,False,fr,\u00CEle-de-France,Paris,48.8607,2.3281,AS12876,28428966,0.0006107688,0.0004273214,0.0
Assange024us,04D9CEA8D778ABA130B014F758C2BCADD31DA05E,True,False,us,unknown,unknown,37.751,-97.822,AS12181,4467467,7.530026e-05,5.2683463e-05,0.0
takei,04DFE047ACDF7A6620ACA782FAFC5EF1AE7F4754,True,False,ee,Harjumaa,Tallinn,59.433,24.7323,AS34702,22823481,0.00066724396,0.000466834,0.0
dorinne,04EE5E1B23127D26A36F71C66810D88B0B80BB91,True,False,kg,Gorod Bishkek,Bishkek,42.869,74.5939,AS39819,6016455,6.567856e-05,4.5951685e-05,0.0
torexit06,0504F3E139D9B9D60131ADF4DB8D8BBB81D464D2,False,True,us,California,San Jose,37.3387,-121.8914,AS53667,0,0.0,0.0,3.0865576e-05
Unnamed,050F3C8225623E846A2056ABBC3EF8292CAC2487,False,False,lt,unknown,unknown,56.0,24.0,AS16125,5206185,0.0,0.00021155018,0.0
FalkensteinTor02,0512FE6BE9CCA0ED133152E64010B2FBA141EB10,True,False,de,unknown,unknown,51.2993,9.491,AS24940,31457280,0.0009203365,0.000643909,0.0
namond,0515C09FF6F72644B922C8D99128489FA53BA1FC,False,True,us,New York,Buffalo,42.8864,-78.8784,AS53667,13203456,0.0,0.0,0.00049537345
AccessNow007,0516085D6CAC40ED4CDCEFDFC5CCF6B00DE61DED,True,True,ch,unknown,unknown,47.1449,8.1551,AS51395,20146168,0.0,0.0,0.0011812751
fiedlerRelay20,0516A1A5836825F58848D47B91F47CB593B58D54,False,False,de,unknown,unknown,51.2993,9.491,AS197540,4678187,0.0,0.00020266153,0.0
torry,051D68F480E3FEBFC252294E722DE6C5462DA3B9,False,False,de,Hesse,Frankfurt am Main,50.0974,8.6735,AS6805,524288,0.0,8.746444e-06,0.0
b0fh,051E4946244D0A221A676FF9EA577FC90A573F48,False,False,de,Bavaria,Nuremberg,49.4475,11.0683,AS24940,1310720,0.0,3.662129e-05,0.0
opix,05299E38F266FF4AFBBAF67B4502B712CE28C339,False,False,ru,Moscow,Moscow,55.7527,37.6172,AS8402,344773,0.0,2.1332791e-07,0.0
vasilievsky,05349C0F35C5635A708888004F8B022931E8BEE6,False,False,de,Hesse,Frankfurt am Main,50.1049,8.6295,AS9009,13815445,0.0,0.0005688744,0.0
torproxy02,05360E955C4C4C51CBA140DFDDFC8BDE2ACF6244,True,True,ro,unknown,unknown,46.0,25.0,AS38935,10768384,0.0,0.0,0.00041535156
relay2,053C847373A2F82106370DBB016B5E8A14DA9101,True,False,us,New York,Brooklyn,40.7035,-73.9235,AS397143,10714394,0.00023217581,0.00016244067,0.0
gh0stx74,05402AEC738554C5308FB07CA68961D5326D5D4A,True,False,de,unknown,unknown,51.2993,9.491,AS16276,5146624,9.4125324e-05,6.585433e-05,0.0
dinuccio,055B155A44A968491D71EEF11D3B6AE38082F6FC,True,False,ru,unknown,unknown,55.7386,37.6068,AS52201,5531682,6.4005224e-05,4.4780943e-05,0.0
Unnamed,055E271A48AA082E6A9FE88EA58DB73A600CDF24,True,False,fr,unknown,unknown,48.8582,2.3387,AS12876,13087713,0.00046016826,0.0003219545,0.0
Unnamed,05601B110B888BF3A12E10E8BF3C0B02166BF3F1,False,True,us,unknown,unknown,37.751,-97.822,AS16276,7056448,0.0,0.0,0.0002514973
Unnamed,05681A9767834D9EDA9BDFE4E15A1BD73C4FDFCF,False,False,nl,South Holland,Capelle aan den IJssel,51.9396,4.6001,AS49981,194560,0.0,1.4932954e-06,0.0
cauldwell,059208418A85DAEA537027F54AF9DB8A01AFF381,True,True,in,Karnataka,Bengaluru,12.9719,77.5937,AS14061,4876807,0.0,0.0,8.8405104e-05
Unnamed,05976EAC91BC67A6C0628476EE24DAC1CC378A10,False,False,au,Queensland,Birkdale,-27.4976,153.2159,AS7545,1713348,0.0,1.1519707e-05,0.0
jordandistantwinds,05AD6F4906142276C606558C9C3B8876B43CD90F,True,True,bg,unknown,unknown,42.7,23.3333,AS34224,5403544,0.0,0.0,0.00015051731
lpf3,05B451C0562FDE23307AFA84FD6A37652E615233,True,False,gb,unknown,unknown,51.4964,-0.1224,AS20860,37059644,0.0012487293,0.0008736674,0.0
Unnamed,05BEC77F40DEC72C57CBCD3DD30439E859B8E52B,False,False,de,unknown,unknown,51.2993,9.491,AS33984,102400,0.0,3.5554652e-07,0.0
montrose,05C383DC813C464B7132569722BE5243A9FF735C,True,False,za,unknown,unknown,-29.0,24.0,AS37153,7757908,2.9283436e-05,2.0488013e-05,0.0
electroncash,05C621B44EF6833889AE7B7E2A0B476569C47E37,True,False,de,Hesse,Frankfurt am Main,50.1188,8.6843,AS31400,30127211,0.0009203365,0.000643909,0.0
Zimmer52020,05D85F0B5C7253C5EF596EAF6910EB8B316F73CE,False,True,ru,unknown,unknown,55.7386,37.6068,AS29182,5005660,0.0,0.0,0.00016842697
OpenBSDRelay,05DC5DBEFB651BC02946DB3286F85DB1B5D2C3D6,False,False,us,California,Sunnyvale,37.3688,-122.0363,AS47066,1590278,0.0,7.1109307e-06,0.0
Taco,05DDBB74AAB6F19E003188702B1E54F23035D064,False,False,nl,unknown,unknown,52.3824,4.8995,AS60781,1209995,0.0,3.271028e-05,0.0
niftyguard15,05F5BB75DA007361CE03770393033D4D52836D8A,True,True,de,unknown,unknown,51.2993,9.491,AS200052,18329065,0.0,0.0,0.00091453554
