circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
7,hs_client_intro,built,,,2020-06-19 12:44:53.594000,2020-06-19 12:44:53.602000,2020-06-19 12:44:53.647000,2020-06-19 12:44:53.754000,2020-06-19 12:44:53.871000,2020-06-19 12:44:53.872000,
8,hs_client_hsdir,built,,19109FAE0E9EE366FF94EC6A477C3B33E798D181,2020-06-19 12:44:53.809000,2020-06-19 12:44:53.819000,2020-06-19 12:44:53.881000,2020-06-19 12:44:54.025000,2020-06-19 12:44:54.202000,2020-06-19 12:44:54.203000,
9,hs_client_hsdir,built,,345590260ABDBCBEAC2C551D68E91C207D731661,2020-06-19 12:44:53.870000,2020-06-19 12:44:53.880000,2020-06-19 12:44:53.999000,2020-06-19 12:44:54.057000,2020-06-19 12:44:54.289000,2020-06-19 12:44:54.057000,2020-06-19 12:44:54.290000
10,hs_client_hsdir,built,,348439F4A3D959E6D1481070DA81A135343419CB,2020-06-19 12:44:54.416000,2020-06-19 12:44:54.419000,2020-06-19 12:44:54.533000,2020-06-19 12:44:54.736000,2020-06-19 12:44:54.960000,2020-06-19 12:44:54.960000,
11,hs_client_hsdir,built,,97EE36CE70A60AADFD70C99A82A9FC0D66D829F7,2020-06-19 12:44:54.455000,2020-06-19 12:44:54.462000,2020-06-19 12:44:54.579000,2020-06-19 12:44:54.810000,2020-06-19 12:44:55.227000,2020-06-19 12:44:55.228000,
12,hs_client_hsdir,built,,18F34AE6567F5FB081C4353D5EDA5CEE155810C4,2020-06-19 12:44:54.460000,2020-06-19 12:44:54.474000,2020-06-19 12:44:54.535000,2020-06-19 12:44:54.653000,2020-06-19 12:44:54.775000,2020-06-19 12:44:54.776000,
13,hs_client_hsdir,built,,F959CBDE3403ED478355F6281B96D476684F416C,2020-06-19 12:44:54.547000,2020-06-19 12:44:54.559000,2020-06-19 12:44:54.619000,2020-06-19 12:44:54.746000,2020-06-19 12:44:54.903000,2020-06-19 12:44:54.904000,
14,hs_client_hsdir,built,,9FF43973692ABA9F600E9B17880201D09DEED19C,2020-06-19 12:44:54.810000,2020-06-19 12:44:54.816000,2020-06-19 12:44:54.872000,2020-06-19 12:44:54.960000,2020-06-19 12:44:55.248000,2020-06-19 12:44:55.248000,
15,hs_client_hsdir,built,,25B694EA95F825F156C5DAE5607B3375E86C0C4E,2020-06-19 12:44:54.873000,2020-06-19 12:44:54.879000,2020-06-19 12:44:54.960000,2020-06-19 12:44:55.109000,2020-06-19 12:44:55.308000,2020-06-19 12:44:55.110000,2020-06-19 12:44:55.309000
16,hs_client_hsdir,built,,56927E61B51E6F363FB55498150A6DDFCF7077F2,2020-06-19 12:44:54.986000,2020-06-19 12:44:54.989000,2020-06-19 12:44:55.047000,2020-06-19 12:44:55.128000,2020-06-19 12:44:55.257000,2020-06-19 12:44:55.258000,
