circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
5,general,built,,,2020-06-19 14:40:00.275000,2020-06-19 14:40:00.289000,2020-06-19 14:40:00.346000,2020-06-19 14:40:00.514000,,2020-06-19 14:40:00.515000,
6,hs_client_rend,built,,,2020-06-19 14:40:01.136000,2020-06-19 14:40:01.136000,2020-06-19 14:40:01.180000,2020-06-19 14:40:01.339000,,2020-06-19 14:40:01.340000,
7,hs_client_intro,built,,,2020-06-19 14:40:01.136000,2020-06-19 14:40:01.136000,2020-06-19 14:40:01.180000,2020-06-19 14:40:01.233000,2020-06-19 14:40:01.499000,2020-06-19 14:40:01.500000,
8,hs_client_hsdir,built,,D39328D2EAE3816F9C5D5D1BB19D1C14E2E79482,2020-06-19 14:40:01.137000,2020-06-19 14:40:01.138000,2020-06-19 14:40:01.205000,2020-06-19 14:40:01.340000,2020-06-19 14:40:01.449000,2020-06-19 14:40:01.450000,
9,hs_client_hsdir,built,,5B34FC319881938C6DDFC6DB5ADCFB53819B7595,2020-06-19 14:40:01.138000,2020-06-19 14:40:01.179000,2020-06-19 14:40:01.205000,2020-06-19 14:40:01.291000,2020-06-19 14:40:01.451000,2020-06-19 14:40:01.451000,
10,hs_client_hsdir,built,,BB9C5D15BC3B77C8AF5CBC733F7E54553A1B7BD5,2020-06-19 14:40:01.281000,2020-06-19 14:40:01.290000,2020-06-19 14:40:01.338000,2020-06-19 14:40:01.424000,2020-06-19 14:40:01.689000,2020-06-19 14:40:01.425000,2020-06-19 14:40:01.690000
11,hs_client_hsdir,built,,D35682AB6E29D91AA030E03A9BEB42700D96A1EF,2020-06-19 14:40:01.594000,2020-06-19 14:40:01.596000,2020-06-19 14:40:01.696000,2020-06-19 14:40:01.944000,2020-06-19 14:40:02.313000,2020-06-19 14:40:02.313000,
12,hs_client_hsdir,built,,FE1B74C7CEE0493613929A92F9A1D890E58DC649,2020-06-19 14:40:01.688000,2020-06-19 14:40:01.696000,2020-06-19 14:40:01.736000,2020-06-19 14:40:01.860000,2020-06-19 14:40:01.963000,2020-06-19 14:40:01.964000,
13,hs_client_hsdir,built,,AA616315BA97729EA47DAD8718FA59269C7229E7,2020-06-19 14:40:01.797000,2020-06-19 14:40:01.810000,2020-06-19 14:40:01.829000,2020-06-19 14:40:01.922000,2020-06-19 14:40:02.096000,2020-06-19 14:40:02.097000,
14,hs_client_hsdir,built,,FE1AF5E909002134BFF834F4AD5E1DE723779002,2020-06-19 14:40:02.073000,2020-06-19 14:40:02.086000,2020-06-19 14:40:02.141000,2020-06-19 14:40:02.258000,2020-06-19 14:40:02.412000,2020-06-19 14:40:02.413000,
15,hs_client_hsdir,built,,4DE69C1D23EDB784CF1DABB9D602AD22767A7F15,2020-06-19 14:40:02.126000,2020-06-19 14:40:02.140000,2020-06-19 14:40:02.201000,2020-06-19 14:40:02.312000,2020-06-19 14:40:02.476000,2020-06-19 14:40:02.477000,
16,hs_client_hsdir,built,,F3BBC088F280FDCDA5C5BD206312FE2DFA7E2DB0,2020-06-19 14:40:02.140000,2020-06-19 14:40:02.149000,2020-06-19 14:40:02.191000,2020-06-19 14:40:02.259000,2020-06-19 14:40:02.448000,2020-06-19 14:40:02.449000,
17,hs_client_hsdir,built,,AA98AE4BDB6E03BAA48011CAE828ECEC50B029C8,2020-06-19 14:40:02.258000,2020-06-19 14:40:02.280000,2020-06-19 14:40:02.342000,2020-06-19 14:40:02.696000,2020-06-19 14:40:02.932000,2020-06-19 14:40:02.932000,
18,hs_client_hsdir,built,,09DCA3360179C6C8A5A20DDDE1C54662965EF1BA,2020-06-19 14:40:02.280000,2020-06-19 14:40:02.290000,2020-06-19 14:40:02.333000,2020-06-19 14:40:02.411000,2020-06-19 14:40:02.697000,2020-06-19 14:40:02.412000,2020-06-19 14:40:02.697000
19,hs_client_hsdir,built,,F641F043D50CEFA07EE41EB284466458788808ED,2020-06-19 14:40:02.586000,2020-06-19 14:40:02.601000,2020-06-19 14:40:02.664000,2020-06-19 14:40:02.770000,2020-06-19 14:40:03.108000,2020-06-19 14:40:03.109000,
20,hs_client_hsdir,built,,5B87B39C84B808D3A6F6FC934899C1180A8577F6,2020-06-19 14:40:02.600000,2020-06-19 14:40:02.609000,2020-06-19 14:40:02.770000,2020-06-19 14:40:02.974000,2020-06-19 14:40:03.230000,2020-06-19 14:40:03.230000,
21,hs_client_hsdir,built,,BB99D5A6EF52EBE1BB8967E5DF052B2E65877D26,2020-06-19 14:40:02.713000,2020-06-19 14:40:02.718000,2020-06-19 14:40:02.747000,2020-06-19 14:40:02.810000,2020-06-19 14:40:02.910000,2020-06-19 14:40:02.911000,
22,hs_client_hsdir,built,,3EDD00245D93664A33A724BA377150E5531ED033,2020-06-19 14:40:02.763000,2020-06-19 14:40:02.770000,2020-06-19 14:40:02.810000,2020-06-19 14:40:02.920000,2020-06-19 14:40:03.069000,2020-06-19 14:40:03.070000,
23,hs_client_hsdir,built,,D6D6B6614C9EF2DAD13AC0C94487AD8ED3B6877F,2020-06-19 14:40:02.775000,2020-06-19 14:40:02.781000,2020-06-19 14:40:02.832000,2020-06-19 14:40:03.079000,2020-06-19 14:40:03.283000,2020-06-19 14:40:03.283000,
24,hs_client_hsdir,built,,09E417B815834C376F92A038B0318895A1394E7B,2020-06-19 14:40:02.961000,2020-06-19 14:40:02.974000,2020-06-19 14:40:03.036000,2020-06-19 14:40:03.161000,2020-06-19 14:40:03.507000,2020-06-19 14:40:03.507000,
25,hs_client_hsdir,built,,BBBBBAD453263D786EC34AB68A06214288910345,2020-06-19 14:40:03.064000,2020-06-19 14:40:03.068000,2020-06-19 14:40:03.140000,2020-06-19 14:40:03.230000,2020-06-19 14:40:03.343000,2020-06-19 14:40:03.343000,
26,hs_client_hsdir,built,,65E1F9F20FF0E5408FB6B193185CC8692A150BA0,2020-06-19 14:40:03.132000,2020-06-19 14:40:03.151000,2020-06-19 14:40:03.207000,2020-06-19 14:40:03.469000,2020-06-19 14:40:04.562000,2020-06-19 14:40:04.563000,
27,hs_client_hsdir,built,,0D99F89BBB92BF5557F8D3F895DB218A72871089,2020-06-19 14:40:03.180000,2020-06-19 14:40:03.218000,2020-06-19 14:40:03.283000,2020-06-19 14:40:03.352000,2020-06-19 14:40:03.471000,2020-06-19 14:40:03.472000,
28,hs_client_hsdir,built,,4DE4F06C019EC4814D486524C2A282C1DC7653DE,2020-06-19 14:40:03.271000,2020-06-19 14:40:03.282000,2020-06-19 14:40:03.342000,2020-06-19 14:40:03.469000,2020-06-19 14:40:03.770000,2020-06-19 14:40:03.470000,2020-06-19 14:40:03.771000
29,hs_client_hsdir,built,,F3EB1E1FF45A3CDE4E02FBD4E805D4FC37A4AD56,2020-06-19 14:40:03.341000,2020-06-19 14:40:03.351000,2020-06-19 14:40:03.414000,2020-06-19 14:40:03.565000,2020-06-19 14:40:03.867000,2020-06-19 14:40:03.867000,
30,hs_client_hsdir,built,,D6F03EFBE511417D77DCFC1A3F1EB5D4BF509F81,2020-06-19 14:40:03.380000,2020-06-19 14:40:03.394000,2020-06-19 14:40:03.427000,2020-06-19 14:40:03.506000,2020-06-19 14:40:03.602000,2020-06-19 14:40:03.602000,
31,hs_client_hsdir,built,,F663CA227B7D2B3C8556F7DDBFC6653A010A2C4F,2020-06-19 14:40:03.393000,2020-06-19 14:40:03.403000,2020-06-19 14:40:03.468000,2020-06-19 14:40:03.555000,2020-06-19 14:40:03.669000,2020-06-19 14:40:03.669000,
32,hs_client_hsdir,built,,7FF94320963B5CDAF9A072CE9BEE9B4F1F2B383C,2020-06-19 14:40:03.467000,2020-06-19 14:40:03.476000,2020-06-19 14:40:03.626000,2020-06-19 14:40:03.845000,2020-06-19 14:40:04.018000,2020-06-19 14:40:04.019000,
33,hs_client_hsdir,built,,5B701D5C806F91D8A3C6B3E92624727EC43E26C2,2020-06-19 14:40:03.527000,2020-06-19 14:40:03.535000,2020-06-19 14:40:03.601000,2020-06-19 14:40:03.710000,2020-06-19 14:40:03.939000,2020-06-19 14:40:03.940000,
34,hs_client_hsdir,built,,0DD04EF0B081BBFDE3082D4ECC8A63FD0022FCAF,2020-06-19 14:40:03.620000,2020-06-19 14:40:03.625000,2020-06-19 14:40:03.751000,2020-06-19 14:40:03.887000,2020-06-19 14:40:04.087000,2020-06-19 14:40:04.087000,
35,hs_client_hsdir,built,,09F3067452D8D1DAFD33D0524A41DBF5295D3472,2020-06-19 14:40:03.761000,2020-06-19 14:40:03.780000,2020-06-19 14:40:03.930000,2020-06-19 14:40:04.184000,2020-06-19 14:40:04.483000,2020-06-19 14:40:04.484000,
36,hs_client_hsdir,built,,F81F63FDF6B566D63D3A1112FC9D3EA1D3A285D1,2020-06-19 14:40:03.761000,2020-06-19 14:40:03.781000,2020-06-19 14:40:03.844000,2020-06-19 14:40:03.997000,2020-06-19 14:40:04.143000,2020-06-19 14:40:04.143000,
37,hs_client_hsdir,built,,EBF09E04136B40342A9BB8947620E0BA401CB168,2020-06-19 14:40:03.802000,2020-06-19 14:40:03.809000,2020-06-19 14:40:03.931000,2020-06-19 14:40:04.152000,2020-06-19 14:40:04.418000,2020-06-19 14:40:04.419000,
38,hs_client_hsdir,built,,F604131DCC4303E51DB876A017A3DC9684FD626B,2020-06-19 14:40:03.837000,2020-06-19 14:40:03.844000,2020-06-19 14:40:03.876000,2020-06-19 14:40:03.975000,2020-06-19 14:40:04.118000,2020-06-19 14:40:04.118000,
39,hs_client_hsdir,failed,destroyed,,2020-06-19 14:40:04.080000,2020-06-19 14:40:04.087000,2020-06-19 14:40:04.203000,,,2020-06-19 14:40:04.390000,
40,hs_client_hsdir,built,,F5DDA9310E597CDE9ED47AD9EDD53D4008E53C1C,2020-06-19 14:40:04.110000,2020-06-19 14:40:04.118000,2020-06-19 14:40:04.183000,2020-06-19 14:40:04.254000,2020-06-19 14:40:04.466000,2020-06-19 14:40:04.467000,
41,hs_client_hsdir,built,,FE268E95288EE3EF58DA606DAB12AB216CF64B68,2020-06-19 14:40:04.152000,2020-06-19 14:40:04.157000,2020-06-19 14:40:04.220000,2020-06-19 14:40:04.421000,2020-06-19 14:40:05.144000,2020-06-19 14:40:05.145000,
42,hs_client_hsdir,built,,3EEEB7021D974D38B6D97BEFB55E5E48551A8FEA,2020-06-19 14:40:04.222000,2020-06-19 14:40:04.237000,2020-06-19 14:40:04.367000,2020-06-19 14:40:04.591000,2020-06-19 14:40:04.847000,2020-06-19 14:40:04.847000,
43,hs_client_hsdir,built,,F80FDE27EFCB3F6A7B4E2CC517133DBFFA78BA2D,2020-06-19 14:40:04.235000,2020-06-19 14:40:04.245000,2020-06-19 14:40:04.287000,2020-06-19 14:40:04.373000,2020-06-19 14:40:04.493000,2020-06-19 14:40:04.494000,
44,hs_client_hsdir,built,,7FD6C9AB839761B3334BC9BA8E8543261B93BB88,2020-06-19 14:40:04.276000,2020-06-19 14:40:04.301000,2020-06-19 14:40:04.476000,2020-06-19 14:40:04.703000,2020-06-19 14:40:05.155000,2020-06-19 14:40:04.704000,2020-06-19 14:40:05.156000
45,hs_client_hsdir,built,,0DDC190D45A6C452F6814408284DDF7DA8175006,2020-06-19 14:40:04.367000,2020-06-19 14:40:04.372000,2020-06-19 14:40:04.429000,2020-06-19 14:40:04.612000,2020-06-19 14:40:04.829000,2020-06-19 14:40:04.829000,
46,hs_client_hsdir,built,,4E0A9957FDBA7418AF82A3CBFCB53D8B8D97FC8E,2020-06-19 14:40:04.420000,2020-06-19 14:40:04.440000,2020-06-19 14:40:04.503000,2020-06-19 14:40:04.674000,2020-06-19 14:40:05.012000,2020-06-19 14:40:05.012000,
47,hs_client_hsdir,built,,1B8FAEDFD428C546A9DCC9EC15E13C0550222D44,2020-06-19 14:40:04.464000,2020-06-19 14:40:04.476000,2020-06-19 14:40:04.513000,2020-06-19 14:40:04.592000,2020-06-19 14:40:04.734000,2020-06-19 14:40:04.735000,
48,hs_client_hsdir,built,,F7F9A2B28AC47F328DFECAA66C592719FCCE1E8E,2020-06-19 14:40:04.654000,2020-06-19 14:40:04.674000,2020-06-19 14:40:04.736000,2020-06-19 14:40:04.811000,2020-06-19 14:40:04.933000,2020-06-19 14:40:04.934000,
