2020-06-19 15:18:47:018 | [main] Events log file for victim clients.
2020-06-19 15:18:53:113 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED 5v6qzisqwmxmjiz44m5syt35f3wqajjtjhzfuzpn3hmupemvxte3e2yd NO_AUTH $5B23885B98440FAE58CCAA85BC28FDDBCAE578E3~Unnamed QwILaMVljs52O3r+KIgCy2citR8EpLDiUlFbykCwOhc HSDIR_INDEX=87E2F6D3AF6691F4AD42F9EAC6E19DCBD15B6C7D3D0FD67F0A5EDC7D2545787C
2020-06-19 15:18:53:113 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$912B7597346A74A44AD4B6068C645772B758DCB7~trex,$8859E68A7C95BD5AB403F16DAD92681E184D3710~Ui BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:50.153328 OLD_PURPOSE=GENERAL
2020-06-19 15:18:53:113 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 CANNIBALIZED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$912B7597346A74A44AD4B6068C645772B758DCB7~trex,$8859E68A7C95BD5AB403F16DAD92681E184D3710~Ui BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:50.153328 OLD_PURPOSE=GENERAL OLD_TIME_CREATED=2020-06-19T13:18:50.156708
2020-06-19 15:18:53:131 | [tor_browser_worker0] [EVENT] STREAM 9 REMAP 1 172.67.29.166:443 SOURCE=EXIT
2020-06-19 15:18:53:131 | [tor_browser_worker0] [EVENT] STREAM 9 SUCCEEDED 1 172.67.29.166:443
2020-06-19 15:18:53:159 | [tor_browser_worker0] [EVENT] CIRC 6 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=GENERAL TIME_CREATED=2020-06-19T13:18:53.152488
2020-06-19 15:18:53:185 | [tor_browser_worker0] [EVENT] CIRC 6 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=GENERAL TIME_CREATED=2020-06-19T13:18:53.152488
2020-06-19 15:18:53:237 | [tor_browser_worker0] [EVENT] CIRC 6 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$64A8837A97AF71775C84DE0EDA94552AAEDC424F~janitormentor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=GENERAL TIME_CREATED=2020-06-19T13:18:53.152488
2020-06-19 15:18:53:273 | [tor_browser_worker0] [EVENT] STREAM 16 NEW 0 xeb6q4u2kpv5ton2a6cnmjqsdi3w5xxzqb6td4knzj6thckgmjpgviyd.onion:443 SOURCE_ADDR=127.0.0.1:46418 PURPOSE=USER
2020-06-19 15:18:53:273 | [tor_browser_worker0] [EVENT] STREAM 18 NEW 0 184.54.75.212.$0D242A4AA0D61655458EE15A5441AEC9EBC8D735.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 15:18:53:274 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED xeb6q4u2kpv5ton2a6cnmjqsdi3w5xxzqb6td4knzj6thckgmjpgviyd NO_AUTH $0D242A4AA0D61655458EE15A5441AEC9EBC8D735~oniongroundrr 1PkrAw66BjxtjfVIROtDhJjBZU3f6YAHKnIEENfz4nE HSDIR_INDEX=66E398DB8AB9223EF2C9C55B18A3260B4DDF171BAAA861F9AD9DAF069EA0F9A3
2020-06-19 15:18:53:275 | [tor_browser_worker0] [EVENT] CIRC 7 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.255738
2020-06-19 15:18:53:284 | [tor_browser_worker0] [EVENT] CIRC 7 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.255738
2020-06-19 15:18:53:327 | [tor_browser_worker0] [EVENT] CIRC 7 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$856DAB2FDC9EED88A27BE2265FA6BD5489EF178E~Hasle BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.255738
2020-06-19 15:18:53:367 | [tor_browser_worker0] [EVENT] CIRC 4 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$D317C7889162E9EC4A1DA1A1095C2A0F377536D9~NYCBUG0,$B576A394DFC12B7E900D643C900484765D58C30F~someNiceRelay,$365F393040AA2979DC01D102F5052CAD048F42F7~server001 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:51.154114
2020-06-19 15:18:53:368 | [tor_browser_worker0] [EVENT] CIRC 4 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$D317C7889162E9EC4A1DA1A1095C2A0F377536D9~NYCBUG0,$B576A394DFC12B7E900D643C900484765D58C30F~someNiceRelay,$365F393040AA2979DC01D102F5052CAD048F42F7~server001 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:51.154114
2020-06-19 15:18:53:368 | [tor_browser_worker0] [EVENT] STREAM 12 SENTCONNECT 4 185.163.45.212.$365F393040AA2979DC01D102F5052CAD048F42F7.exit:443
2020-06-19 15:18:53:377 | [tor_browser_worker0] [EVENT] STREAM 19 NEW 0 5tn7yj5fzh564ajfz3hpr4f7raddbcayfkhn3ftsimphz2vzsooc7hyd.onion:443 SOURCE_ADDR=127.0.0.1:46420 PURPOSE=USER
2020-06-19 15:18:53:377 | [tor_browser_worker0] [EVENT] STREAM 21 NEW 0 195.154.237.179.$EAB20BD4083C820EC8329ED5AEBF12019A7749F3.exit:443 PURPOSE=DIR_FETCH
2020-06-19 15:18:53:377 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED 5tn7yj5fzh564ajfz3hpr4f7raddbcayfkhn3ftsimphz2vzsooc7hyd NO_AUTH $EAB20BD4083C820EC8329ED5AEBF12019A7749F3~Laborkatze 4C6C4DLlH+72M/YOrlkn/IYORUMILF1UMHBYY0AoZWQ HSDIR_INDEX=0214D29DCC52A0E3274D041F2F601CE5C369F957B18F6B83631549FC7773D271
2020-06-19 15:18:53:377 | [tor_browser_worker0] [EVENT] CIRC 8 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.373637
2020-06-19 15:18:53:419 | [tor_browser_worker0] [EVENT] STREAM 22 NEW 0 zil2ofxsc3mdi5kipqm4srnbdemlhje3q2azmc3nqz27cv5his6b3iid.onion:443 SOURCE_ADDR=127.0.0.1:46422 PURPOSE=USER
2020-06-19 15:18:53:419 | [tor_browser_worker0] [EVENT] STREAM 24 NEW 0 142.4.209.31.$BF5C0C5D3A1C6654FEBA5FF66B00734DF073DB50.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 15:18:53:419 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED zil2ofxsc3mdi5kipqm4srnbdemlhje3q2azmc3nqz27cv5his6b3iid NO_AUTH $BF5C0C5D3A1C6654FEBA5FF66B00734DF073DB50~Unnamed woFZ6BAcP/Xs+YeD+vifZ+NFlxfwbLxEcUeU3gP9YDU HSDIR_INDEX=8E2A83C09BBFE3D7E314A53489880A0F22FD5423FBC9F937E059596B7EA7572E
2020-06-19 15:18:53:420 | [tor_browser_worker0] [EVENT] CIRC 9 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.413326
2020-06-19 15:18:53:420 | [tor_browser_worker0] [EVENT] CIRC 8 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.373637
2020-06-19 15:18:53:426 | [tor_browser_worker0] [EVENT] CIRC 9 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.413326
2020-06-19 15:18:53:437 | [tor_browser_worker0] [EVENT] CIRC 7 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$856DAB2FDC9EED88A27BE2265FA6BD5489EF178E~Hasle,$648E97719EDEC4F0E08F1CEB8D24F2C8F587344C~fr2xtracodews BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.255738
2020-06-19 15:18:53:454 | [tor_browser_worker0] [EVENT] CIRC 9 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$7BB70F8585DFC27E75D692970C0EEB0F22983A63~torproxy02 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.413326
2020-06-19 15:18:53:475 | [tor_browser_worker0] [EVENT] CIRC 8 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$00C22D3BC1822EB8EA380AF04245337399E796E2~iriseden BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.373637
2020-06-19 15:18:53:558 | [tor_browser_worker0] [EVENT] STREAM 25 NEW 0 n554jpzh7btsxtg32gpzhyud3ixg3cygyforjrbnqmmohb7lbkizmjid.onion:443 SOURCE_ADDR=127.0.0.1:46424 PURPOSE=USER
2020-06-19 15:18:53:558 | [tor_browser_worker0] [EVENT] STREAM 27 NEW 0 27.133.132.9.$41507F56C8A0343BF4687198C7E90DF2EB7151D5.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 15:18:53:559 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED n554jpzh7btsxtg32gpzhyud3ixg3cygyforjrbnqmmohb7lbkizmjid NO_AUTH $41507F56C8A0343BF4687198C7E90DF2EB7151D5~fsociety pVMjQAt/cE0dogDtE8FSw7Fz4fbpslsf/27WsU33DcQ HSDIR_INDEX=D30E602FAB5E4A0EBCC3D3047270F04427AC0162B6E5C37D66505D16F98A1BF9
2020-06-19 15:18:53:559 | [tor_browser_worker0] [EVENT] CIRC 10 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.540397
2020-06-19 15:18:53:567 | [tor_browser_worker0] [EVENT] CIRC 10 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.540397
2020-06-19 15:18:53:620 | [tor_browser_worker0] [EVENT] CIRC 10 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$DBE82FA23B9FE3CB2462A6FCF5289DED3CBF4AEE~spechttor1 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.540397
2020-06-19 15:18:53:654 | [tor_browser_worker0] [EVENT] STREAM 28 NEW 0 qfwpk5zhfrbqr2zohdgbkffiun3qf5ova6kwaxbnqsb4kkdkuphb2lid.onion:443 SOURCE_ADDR=127.0.0.1:46426 PURPOSE=USER
2020-06-19 15:18:53:655 | [tor_browser_worker0] [EVENT] STREAM 30 NEW 0 5.1.56.52.$35513B1D2EA70649346C3C6D34F63D6982E3948A.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 15:18:53:655 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED qfwpk5zhfrbqr2zohdgbkffiun3qf5ova6kwaxbnqsb4kkdkuphb2lid NO_AUTH $35513B1D2EA70649346C3C6D34F63D6982E3948A~Free 41pMQtnXy7V9cZl1YeYbJpk9y8rFHI3GG9PGu98b7dU HSDIR_INDEX=73EEE249161DAB9B13A642CECCF4216A45599BE1782DC1FBF46F738B350292AA
2020-06-19 15:18:53:656 | [tor_browser_worker0] [EVENT] CIRC 11 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.636517
2020-06-19 15:18:53:656 | [tor_browser_worker0] [EVENT] STREAM_BW 7 1109 7818 2020-06-19T13:18:53.652171
2020-06-19 15:18:53:657 | [tor_browser_worker0] [EVENT] STREAM_BW 9 587 14 2020-06-19T13:18:53.652177
2020-06-19 15:18:53:657 | [tor_browser_worker0] [EVENT] STREAM_BW 10 118 4 2020-06-19T13:18:53.652180
2020-06-19 15:18:53:657 | [tor_browser_worker0] [EVENT] STREAM_BW 12 96 0 2020-06-19T13:18:53.652182
2020-06-19 15:18:53:658 | [tor_browser_worker0] [EVENT] STREAM_BW 13 118 4 2020-06-19T13:18:53.652185
2020-06-19 15:18:53:658 | [tor_browser_worker0] [EVENT] STREAM_BW 15 96 0 2020-06-19T13:18:53.652187
2020-06-19 15:18:53:658 | [tor_browser_worker0] [EVENT] STREAM_BW 16 118 4 2020-06-19T13:18:53.652189
2020-06-19 15:18:53:659 | [tor_browser_worker0] [EVENT] STREAM_BW 18 96 0 2020-06-19T13:18:53.652191
2020-06-19 15:18:53:659 | [tor_browser_worker0] [EVENT] STREAM_BW 19 118 4 2020-06-19T13:18:53.652194
2020-06-19 15:18:53:659 | [tor_browser_worker0] [EVENT] STREAM_BW 21 97 0 2020-06-19T13:18:53.652196
2020-06-19 15:18:53:659 | [tor_browser_worker0] [EVENT] STREAM_BW 22 118 4 2020-06-19T13:18:53.652198
2020-06-19 15:18:53:660 | [tor_browser_worker0] [EVENT] STREAM_BW 24 95 0 2020-06-19T13:18:53.652200
2020-06-19 15:18:53:660 | [tor_browser_worker0] [EVENT] STREAM_BW 25 118 4 2020-06-19T13:18:53.652203
2020-06-19 15:18:53:660 | [tor_browser_worker0] [EVENT] STREAM_BW 27 95 0 2020-06-19T13:18:53.652205
2020-06-19 15:18:53:660 | [tor_browser_worker0] [EVENT] STREAM_BW 28 118 4 2020-06-19T13:18:53.652207
2020-06-19 15:18:53:660 | [tor_browser_worker0] [EVENT] STREAM_BW 30 92 0 2020-06-19T13:18:53.652209
2020-06-19 15:18:53:695 | [tor_browser_worker0] [EVENT] CIRC 11 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.636517
2020-06-19 15:18:53:753 | [tor_browser_worker0] [EVENT] STREAM 31 NEW 0 53qm2bglxe2l72abztv64uqyvtzugvzd4xuohw76wfl4hnnbalahzsad.onion:443 SOURCE_ADDR=127.0.0.1:46428 PURPOSE=USER
2020-06-19 15:18:53:754 | [tor_browser_worker0] [EVENT] STREAM 33 NEW 0 91.244.181.85.$99C5ACEF5AC8E3D3C4DE79004F3AC649B375891C.exit:443 PURPOSE=DIR_FETCH
2020-06-19 15:18:53:754 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED 53qm2bglxe2l72abztv64uqyvtzugvzd4xuohw76wfl4hnnbalahzsad NO_AUTH $99C5ACEF5AC8E3D3C4DE79004F3AC649B375891C~prayerfortibet VV+BAJzmpiTNI33YNi31fysK9Sqx2mYpXrAwF4eiSiE HSDIR_INDEX=D10E369BAE65582D8105BB58825F0025DD3311621A09505AD3E46B6645DA9880
2020-06-19 15:18:53:755 | [tor_browser_worker0] [EVENT] CIRC 12 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.737102
2020-06-19 15:18:53:760 | [tor_browser_worker0] [EVENT] CIRC 12 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.737102
2020-06-19 15:18:53:860 | [tor_browser_worker0] [EVENT] STREAM 34 NEW 0 lza34cpnal55ikojwgkjwfr4prlsmt2lcpwqirpoamxdmr37km4a44ad.onion:443 SOURCE_ADDR=127.0.0.1:46430 PURPOSE=USER
2020-06-19 15:18:53:860 | [tor_browser_worker0] [EVENT] STREAM 36 NEW 0 23.129.64.214.$C291114640EA333A6AC5801B5E0EC95C012DFE6B.exit:443 PURPOSE=DIR_FETCH
2020-06-19 15:18:53:861 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED lza34cpnal55ikojwgkjwfr4prlsmt2lcpwqirpoamxdmr37km4a44ad NO_AUTH $C291114640EA333A6AC5801B5E0EC95C012DFE6B~EXBRIT AgXar3446OaCN/PSC3o9836mo7/X7AOy4brZAXUubXg HSDIR_INDEX=384953D012326B542E897A92DBB4BD567C8377C1150E344289C42146F7859295
2020-06-19 15:18:53:861 | [tor_browser_worker0] [EVENT] CIRC 13 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.841297
2020-06-19 15:18:53:862 | [tor_browser_worker0] [EVENT] CIRC 12 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$C31413C323DB2BD55B4371A5D46880D9EBD2FA80~0x766c6164 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.737102
2020-06-19 15:18:53:868 | [tor_browser_worker0] [EVENT] CIRC 13 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.841297
2020-06-19 15:18:53:927 | [tor_browser_worker0] [EVENT] CIRC 11 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$E947C029087FA1C3499BEF5D4372947C51223D8F~dgplug BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.636517
2020-06-19 15:18:53:958 | [tor_browser_worker0] [EVENT] STREAM 37 NEW 0 kdvmacobzdgnfp32ukmvxb6zdblabntsirmwasujkttvzgkqybwpnoyd.onion:443 SOURCE_ADDR=127.0.0.1:46432 PURPOSE=USER
2020-06-19 15:18:53:958 | [tor_browser_worker0] [EVENT] STREAM 39 NEW 0 77.109.146.163.$8C030E1C25552F97C591A921DF51CF5EE15E594C.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 15:18:53:959 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED kdvmacobzdgnfp32ukmvxb6zdblabntsirmwasujkttvzgkqybwpnoyd NO_AUTH $8C030E1C25552F97C591A921DF51CF5EE15E594C~apollon A6wAGO3LOHR2kzUVR7hLmZ6jy+cB+yziVXljPGObUuU HSDIR_INDEX=3D47D5C12C5CFABA7D3048996A72522989CA2E7AF5F03BB512FE71F58E46015B
2020-06-19 15:18:53:959 | [tor_browser_worker0] [EVENT] CIRC 14 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.940858
2020-06-19 15:18:53:961 | [tor_browser_worker0] [EVENT] CIRC 10 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$DBE82FA23B9FE3CB2462A6FCF5289DED3CBF4AEE~spechttor1,$D80EA21626BFAE8044E4037FE765252E157E3586~bonjour1 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.540397
2020-06-19 15:18:53:963 | [tor_browser_worker0] [EVENT] CIRC 14 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.940858
2020-06-19 15:18:53:984 | [tor_browser_worker0] [EVENT] CIRC 13 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$07CD476D9CC136C2076464B839BF1768D16EDC15~Casper03 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.841297
2020-06-19 15:18:53:994 | [tor_browser_worker0] [EVENT] CIRC 12 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$C31413C323DB2BD55B4371A5D46880D9EBD2FA80~0x766c6164,$B728832F0AB11E5450EC320230E2B7D33EC08F49~CastleFair BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:53.737102
2020-06-19 15:18:54:023 | [tor_browser_worker0] [EVENT] STREAM 40 NEW 0 kwofqpmfl6t6ype2td6o57xzqedrmugkfs32xyquu4u35xtw62lh2yyd.onion:443 SOURCE_ADDR=127.0.0.1:46434 PURPOSE=USER
2020-06-19 15:18:54:024 | [tor_browser_worker0] [EVENT] STREAM 42 NEW 0 91.121.86.59.$F4F92D8B840C2D053197AC3EF9C58F3DCFBB20FE.exit:993 PURPOSE=DIR_FETCH
2020-06-19 15:18:54:024 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED kwofqpmfl6t6ype2td6o57xzqedrmugkfs32xyquu4u35xtw62lh2yyd NO_AUTH $F4F92D8B840C2D053197AC3EF9C58F3DCFBB20FE~KagamineLenWoRd eLydVBBabUmPuPFrLK5ade9sVY8OuuYXSVFgUiYQOOc HSDIR_INDEX=7A9F8E3EC425079778065E5436899ACA61863979FE031AD915E614D79CBB28F0
2020-06-19 15:18:54:024 | [tor_browser_worker0] [EVENT] CIRC 15 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:18:54.017086
