circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
6,hs_client_hsdir,built,,4C5B8134341E66CB09246985E4039F9BFC0ADCE3,2020-06-19 12:19:55.447000,2020-06-19 12:19:55.459000,2020-06-19 12:19:55.511000,2020-06-19 12:19:55.666000,2020-06-19 12:19:55.831000,2020-06-19 12:19:55.832000,
7,hs_client_hsdir,built,,DF02E357B268BA6E9029FA6DFB8BC289E7763FCF,2020-06-19 12:19:55.489000,2020-06-19 12:19:55.492000,2020-06-19 12:19:55.550000,2020-06-19 12:19:55.667000,2020-06-19 12:19:55.833000,2020-06-19 12:19:55.833000,
8,hs_client_hsdir,built,,73E2046A1E7F0E95D36C3F979CE5FAC3609AC610,2020-06-19 12:19:55.583000,2020-06-19 12:19:55.598000,2020-06-19 12:19:55.689000,2020-06-19 12:19:55.759000,2020-06-19 12:19:55.880000,2020-06-19 12:19:55.880000,
9,hs_client_hsdir,built,,0ABB63CC809DE89A0A71A9BA8751C4AB5C2DC3C3,2020-06-19 12:19:55.598000,2020-06-19 12:19:55.611000,2020-06-19 12:19:55.673000,2020-06-19 12:19:55.747000,2020-06-19 12:19:55.915000,2020-06-19 12:19:55.916000,
10,hs_client_hsdir,built,,AB3227DB470B17883D24D830EA84EBFBDC7D5815,2020-06-19 12:19:55.633000,2020-06-19 12:19:55.672000,2020-06-19 12:19:55.723000,2020-06-19 12:19:55.881000,2020-06-19 12:19:56.172000,2020-06-19 12:19:56.173000,
11,hs_client_hsdir,built,,A389C523BE3B29EA59C75AC557BF5CFB69586DCB,2020-06-19 12:19:55.689000,2020-06-19 12:19:55.691000,2020-06-19 12:19:55.734000,2020-06-19 12:19:55.945000,2020-06-19 12:19:56.237000,2020-06-19 12:19:56.237000,
12,hs_client_hsdir,built,,DD823AFB415380A802DCAEB9461AE637604107FB,2020-06-19 12:19:55.803000,2020-06-19 12:19:55.811000,2020-06-19 12:19:55.879000,2020-06-19 12:19:55.976000,2020-06-19 12:19:56.174000,2020-06-19 12:19:56.175000,
13,hs_client_hsdir,built,,2E8E7262E39EF1661CC1173AA0F4731C921975A1,2020-06-19 12:19:55.830000,2020-06-19 12:19:55.872000,2020-06-19 12:19:55.915000,2020-06-19 12:19:55.977000,2020-06-19 12:19:56.079000,2020-06-19 12:19:55.978000,2020-06-19 12:19:56.079000
14,hs_client_hsdir,built,,318CB7FC0EAEB92311EB51B5B78E3CAD45EBCF21,2020-06-19 12:19:55.915000,2020-06-19 12:19:55.915000,2020-06-19 12:19:55.944000,2020-06-19 12:19:56.025000,2020-06-19 12:19:56.184000,2020-06-19 12:19:56.185000,
15,hs_client_hsdir,built,,73E0EAD7C2A9E9603C0DB7EE4743CCEF935EAC3D,2020-06-19 12:19:55.976000,2020-06-19 12:19:55.986000,2020-06-19 12:19:56.046000,2020-06-19 12:19:56.118000,2020-06-19 12:19:56.216000,2020-06-19 12:19:56.216000,
16,hs_client_hsdir,failed,timeout,,2020-06-19 12:19:56.046000,2020-06-19 12:19:56.059000,,,,2020-06-19 12:19:59.849000,
17,hs_client_hsdir,built,,FE9CB0E0629636EBD8D0C71F46E387B944C01BCF,2020-06-19 12:19:56.059000,2020-06-19 12:19:56.068000,2020-06-19 12:19:56.137000,2020-06-19 12:19:56.276000,2020-06-19 12:19:56.447000,2020-06-19 12:19:56.448000,
18,hs_client_hsdir,built,,B43409C6A047E50FC7B7A23321102957BAFC3D6B,2020-06-19 12:19:56.079000,2020-06-19 12:19:56.087000,2020-06-19 12:19:56.147000,2020-06-19 12:19:56.277000,2020-06-19 12:19:56.541000,2020-06-19 12:19:56.541000,
19,hs_client_hsdir,built,,424BF86927E80D916589BB12248BD468BB470684,2020-06-19 12:19:56.086000,2020-06-19 12:19:56.098000,2020-06-19 12:19:56.148000,2020-06-19 12:19:56.215000,2020-06-19 12:19:56.359000,2020-06-19 12:19:56.359000,
