circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
6,hs_client_intro,built,,,2020-06-19 13:38:58.949000,2020-06-19 13:38:58.956000,2020-06-19 13:38:59.020000,2020-06-19 13:38:59.139000,2020-06-19 13:38:59.356000,2020-06-19 13:38:59.357000,
7,hs_client_hsdir,built,,56927E61B51E6F363FB55498150A6DDFCF7077F2,2020-06-19 13:38:59.046000,2020-06-19 13:38:59.075000,2020-06-19 13:38:59.264000,2020-06-19 13:38:59.624000,2020-06-19 13:39:00.406000,2020-06-19 13:38:59.624000,2020-06-19 13:39:00.406000
8,hs_client_hsdir,built,,6FB20BB05A841CDDB308E85A4D117FCFC911F5EA,2020-06-19 13:38:59.074000,2020-06-19 13:38:59.086000,2020-06-19 13:38:59.139000,2020-06-19 13:38:59.222000,2020-06-19 13:38:59.358000,2020-06-19 13:38:59.359000,
9,hs_client_hsdir,failed,timeout,,2020-06-19 13:38:59.509000,2020-06-19 13:38:59.520000,,,,2020-06-19 13:39:10.049000,
10,hs_client_hsdir,built,,6F06E35586E88EF78BDA698C62AC781EA8D80C4A,2020-06-19 13:38:59.561000,2020-06-19 13:38:59.580000,2020-06-19 13:38:59.644000,2020-06-19 13:38:59.865000,2020-06-19 13:39:00.204000,2020-06-19 13:39:00.205000,
11,hs_client_hsdir,built,,EA4DC5A24096EE5FAED2AFCDE50EFA09DFDD172E,2020-06-19 13:39:00.049000,2020-06-19 13:39:00.057000,2020-06-19 13:39:00.115000,2020-06-19 13:39:00.235000,2020-06-19 13:39:02.259000,2020-06-19 13:39:00.236000,2020-06-19 13:39:02.259000
12,hs_client_hsdir,built,,CD192E1521505F902AC31D17FA9D37D03275BC6A,2020-06-19 13:39:00.586000,2020-06-19 13:39:00.588000,2020-06-19 13:39:00.660000,2020-06-19 13:39:00.767000,2020-06-19 13:39:01.050000,2020-06-19 13:39:01.050000,
13,hs_client_hsdir,built,,B3DA9D673321B92253DCCD38A9740F2C562C91EA,2020-06-19 13:39:00.982000,2020-06-19 13:39:00.984000,2020-06-19 13:39:01.050000,2020-06-19 13:39:01.200000,2020-06-19 13:39:01.358000,2020-06-19 13:39:01.358000,
14,hs_client_hsdir,built,,690DA42C9C47577A383394CE4AF61BE628824E21,2020-06-19 13:39:01.046000,2020-06-19 13:39:01.050000,2020-06-19 13:39:01.103000,2020-06-19 13:39:01.250000,2020-06-19 13:39:01.466000,2020-06-19 13:39:01.467000,
15,hs_client_hsdir,built,,D628F6BB2330B3F78DBB4BED466B0A586D74782E,2020-06-19 13:39:01.047000,2020-06-19 13:39:01.062000,2020-06-19 13:39:01.104000,2020-06-19 13:39:02.439000,2020-06-19 13:39:03.153000,2020-06-19 13:39:02.440000,2020-06-19 13:39:03.153000
