circ_id,final_purpose,final_status,reason,hsdir_fp,start,extended_1,extended_2,extended_3,extended_4,end,rebuilt
6,hs_client_hsdir,built,,9F1B34FA1CA049239C3A3DF072774ACCAF951E71,2020-06-19 15:13:20.232000,2020-06-19 15:13:20.245000,2020-06-19 15:13:20.307000,2020-06-19 15:13:20.431000,2020-06-19 15:13:20.590000,2020-06-19 15:13:20.590000,
7,hs_client_hsdir,built,,98F0DC374AB8156BD12A03E25DEBCCD5DB85A1C4,2020-06-19 15:13:20.237000,2020-06-19 15:13:20.245000,2020-06-19 15:13:20.319000,2020-06-19 15:13:20.489000,2020-06-19 15:13:20.688000,2020-06-19 15:13:20.688000,
8,hs_client_hsdir,built,,7AAF5597B18D82CC90CA95FB7976A1CEA4A32E06,2020-06-19 15:13:20.266000,2020-06-19 15:13:20.297000,2020-06-19 15:13:20.349000,2020-06-19 15:13:20.498000,2020-06-19 15:13:20.758000,2020-06-19 15:13:20.759000,
9,hs_client_hsdir,built,,BA99774FEF716556E37EF340820FC358F2A84B04,2020-06-19 15:13:20.369000,2020-06-19 15:13:20.390000,2020-06-19 15:13:20.444000,2020-06-19 15:13:20.549000,2020-06-19 15:13:20.883000,2020-06-19 15:13:20.883000,
10,hs_client_hsdir,built,,2096BCFEBB95A1134F39FCF8CEB076FF41A2B48B,2020-06-19 15:13:20.383000,2020-06-19 15:13:20.390000,2020-06-19 15:13:20.444000,2020-06-19 15:13:20.506000,2020-06-19 15:13:20.671000,2020-06-19 15:13:20.672000,
11,hs_client_hsdir,built,,F2CEC25EDAFEF728FFB12AC23315B83A49C7488F,2020-06-19 15:13:20.489000,2020-06-19 15:13:20.497000,2020-06-19 15:13:20.560000,2020-06-19 15:13:20.694000,2020-06-19 15:13:20.851000,2020-06-19 15:13:20.851000,
12,hs_client_hsdir,built,,4E533D0E42D41968875911C419A9BA265EFA9883,2020-06-19 15:13:20.531000,2020-06-19 15:13:20.539000,2020-06-19 15:13:20.591000,2020-06-19 15:13:20.672000,2020-06-19 15:13:20.759000,2020-06-19 15:13:20.673000,2020-06-19 15:13:20.759000
13,measure_timeout,failed,timeout,,2020-06-19 15:13:20.589000,2020-06-19 15:13:20.596000,2020-06-19 15:13:20.687000,2020-06-19 15:13:20.770000,,2020-06-19 15:13:24.525000,2020-06-19 15:13:54.121000
14,hs_client_hsdir,built,,C0DAAAE5EE461BBE13945FE4B52F32ABDC6BC376,2020-06-19 15:13:20.758000,2020-06-19 15:13:20.770000,2020-06-19 15:13:20.839000,2020-06-19 15:13:20.943000,2020-06-19 15:13:21.084000,2020-06-19 15:13:21.085000,
15,hs_client_hsdir,built,,76D3CC1A906732C8B7F90E9B5A0FF3BE4A4A52DF,2020-06-19 15:13:20.766000,2020-06-19 15:13:20.779000,2020-06-19 15:13:20.923000,2020-06-19 15:13:21.120000,2020-06-19 15:13:21.366000,2020-06-19 15:13:21.367000,
16,hs_client_hsdir,built,,B492B62CECAD93F144051565CD56DED79931B6F5,2020-06-19 15:13:20.809000,2020-06-19 15:13:20.819000,2020-06-19 15:13:20.882000,2020-06-19 15:13:20.963000,2020-06-19 15:13:21.086000,2020-06-19 15:13:21.086000,
17,hs_client_hsdir,built,,44BD70C13DAA7513D6F47773804178B009F21ED5,2020-06-19 15:13:20.871000,2020-06-19 15:13:20.899000,2020-06-19 15:13:20.952000,2020-06-19 15:13:21.093000,2020-06-19 15:13:21.368000,2020-06-19 15:13:21.369000,
18,hs_client_hsdir,built,,4E5868CC28C466E2C97DEF362E7990A1A336C4D3,2020-06-19 15:13:20.899000,2020-06-19 15:13:20.902000,2020-06-19 15:13:21.085000,2020-06-19 15:13:21.320000,2020-06-19 15:13:21.793000,2020-06-19 15:13:21.793000,
19,hs_client_rend,built,,,2020-06-19 15:13:21.040000,2020-06-19 15:13:21.042000,2020-06-19 15:13:21.087000,2020-06-19 15:13:21.228000,,2020-06-19 15:13:21.228000,
20,hs_client_intro,built,,,2020-06-19 15:13:21.041000,2020-06-19 15:13:21.042000,2020-06-19 15:13:21.084000,2020-06-19 15:13:21.120000,2020-06-19 15:13:21.228000,2020-06-19 15:13:21.229000,
21,hs_client_hsdir,built,,AEA8C3366E0FA2DE560E66C3B7A46C509CFF9890,2020-06-19 15:13:21.041000,2020-06-19 15:13:21.042000,2020-06-19 15:13:21.120000,2020-06-19 15:13:21.333000,2020-06-19 15:13:21.548000,2020-06-19 15:13:21.549000,
22,hs_client_hsdir,built,,EA1AF22E93AC7B8A00DB3197913EE5CAE11FC2F7,2020-06-19 15:13:21.043000,2020-06-19 15:13:21.084000,2020-06-19 15:13:21.256000,2020-06-19 15:13:21.363000,2020-06-19 15:13:21.560000,2020-06-19 15:13:21.560000,
23,hs_client_hsdir,built,,361D33C96D0F161275EE67E2C91EE10B276E778B,2020-06-19 15:13:21.083000,2020-06-19 15:13:21.085000,2020-06-19 15:13:21.086000,2020-06-19 15:13:21.184000,2020-06-19 15:13:21.388000,2020-06-19 15:13:21.389000,
24,hs_client_hsdir,built,,A0BA38A5AB64350CEC343872F852EDF30D941326,2020-06-19 15:13:21.086000,2020-06-19 15:13:21.087000,2020-06-19 15:13:21.277000,2020-06-19 15:13:21.669000,2020-06-19 15:13:22.115000,2020-06-19 15:13:22.115000,
25,hs_client_hsdir,built,,F2C06082180148346184C61AC009639C0A94E924,2020-06-19 15:13:21.091000,2020-06-19 15:13:21.117000,2020-06-19 15:13:21.215000,2020-06-19 15:13:21.430000,2020-06-19 15:13:21.794000,2020-06-19 15:13:21.795000,
26,hs_client_hsdir,built,,9F29D0DD4AEB62E742BDAEEF2DFD3BDD76953403,2020-06-19 15:13:21.183000,2020-06-19 15:13:21.199000,2020-06-19 15:13:21.234000,2020-06-19 15:13:21.302000,2020-06-19 15:13:21.508000,2020-06-19 15:13:21.508000,
27,hs_client_hsdir,built,,40108FDFA40EDB013F7291F3B4DA3D412ED3A5EF,2020-06-19 15:13:21.199000,2020-06-19 15:13:21.205000,2020-06-19 15:13:21.235000,2020-06-19 15:13:21.294000,2020-06-19 15:13:21.637000,2020-06-19 15:13:21.637000,
28,hs_client_hsdir,built,,B493C692A62D8D24E93DD50113653A4D0152B7C5,2020-06-19 15:13:21.277000,2020-06-19 15:13:21.291000,2020-06-19 15:13:21.421000,2020-06-19 15:13:21.690000,2020-06-19 15:13:22.056000,2020-06-19 15:13:22.056000,
29,hs_client_hsdir,built,,CB9D5FB6DFF0D5E3E283446C4BFC31B88A20A4AE,2020-06-19 15:13:21.291000,2020-06-19 15:13:21.293000,2020-06-19 15:13:21.332000,2020-06-19 15:13:21.404000,2020-06-19 15:13:21.509000,2020-06-19 15:13:21.510000,
30,hs_client_hsdir,built,,64A7008E49FF0B4FB69DB82E39DAA44DE41C8208,2020-06-19 15:13:21.386000,2020-06-19 15:13:21.404000,2020-06-19 15:13:21.462000,2020-06-19 15:13:21.535000,2020-06-19 15:13:21.637000,2020-06-19 15:13:21.637000,
31,hs_client_hsdir,failed,destroyed,,2020-06-19 15:13:21.402000,2020-06-19 15:13:21.421000,2020-06-19 15:13:21.534000,2020-06-19 15:13:21.728000,,2020-06-19 15:13:21.936000,
